id,nombre,lng,lat,altitud,corriente,zona,subzona,cenpoblado,municipio,depart,ctg,cotacero,areaaferete,maxnivel,maxcaudal,umbralsen,umbralobs,umbralpron,uroja,unaranja,uamarilla,ubajos,umaxhis,subred,en_H,en_Hsim,en_Q,en_Qsim,en_Calidad,NIVEL,CAUDAL
002904700095,SITIO NUEVO [2904700095],-74.742778,10.833889,7.0,,Bajo Magdalena,Cga Grande de Santa Marta,REMOLINO,REMOLINO,MAGDALENA,Limnigráfica,0.0,,2.03,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0029047070,SAN PEDRITO AUTOMATICA[29047070],-74.907861,10.268222,8.0,MAGDALENA,Bajo Magdalena,Canal del Dique margen derecho,SUAN,SUAN,ATLANTICO,Limnimétrica,0.0,,5.65,,,,,8.5,8.0,7.5,1.37,9.25,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0029057001,SAN CRISTOBAL [29057001],-75.061444,10.392278,5.0,,Bajo Magdalena,Canal del Dique margen izquierda,SAN CRISTOBAL,SAN CRISTOBAL,BOLÍVAR,Limnigráfica,0.0,,4.52,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0029057002,LEQUERICA AUTOM   AUT  [29057002],-75.518861,10.237667,2.0,,Bajo Magdalena,Canal del Dique margen izquierda,CARTAGENA DE INDIAS,CARTAGENA DE INDIAS,BOLÍVAR,Limnigráfica,0.0,,4.1,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0029057003,MACHADO  AUT  [29057003],-74.968972,10.234722,7.0,CIENAGA DE MACHADO,Bajo Magdalena,Canal del Dique margen izquierda,ARROYOHONDO,ARROYOHONDO,BOLÍVAR,Limnigráfica,0.0,,4.09,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0029057004,SANTA HELENA AUT [29057004],-75.400778,10.063111,2.0,,Bajo Magdalena,Canal del Dique margen izquierda,ARJONA,ARJONA,BOLÍVAR,Limnigráfica,0.0,,1.02,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0029057005,JOBO AUTOM   (29057005)[29057005],-75.044864,10.329869,8.0,CIENAGA DE JOBO,Bajo Magdalena,Canal del Dique margen izquierda,CALAMAR,CALAMAR,BOLÍVAR,Limnigráfica,0.0,,4.14,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0029057006,MARIA LA BAJA AUTOM.  [29057006],-75.374814,10.039617,10.0,AY PIQUININE,Bajo Magdalena,Canal del Dique margen izquierda,MARIA LA BAJA,MARIA LA BAJA,BOLÍVAR,Limnigráfica,0.0,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0029067010,TREBOL EL [29067010],-74.14633333,10.63591667,60.0,TUCURINCA,Bajo Magdalena,Cga Grande de Santa Marta,CIENAGA,CIENAGA,MAGDALENA,Limnimétrica,36.14,423.455983546,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
0029067040,STA ROSALIA   [29067040],-74.121078,10.830425,55.0,ORIHUECA,Bajo Magdalena,Cga Grande de Santa Marta,PRADO - SEVILLA,ZONA BANANERA,MAGDALENA,Limnimétrica,0.0,59.0630936011,0.82,0.97,,,,,,,0.15,7.0,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0029067050,CANAL FLORIDA   [29067050],-74.086145,10.756182,60.0,SEVILLA,Bajo Magdalena,Cga Grande de Santa Marta,PRADO - SEVILLA,ZONA BANANERA,MAGDALENA,Limnigráfica,0.0,243.971235513,4.21,8.65,,,,0.0,0.25,0.5,0.0,8.35,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0029067060,PTO RICO HDA [29067060],-74.12813,10.496917,55.0,FUNDACION,Bajo Magdalena,Cga Grande de Santa Marta,ARACATACA,ARACATACA,MAGDALENA,Limnigráfica,0.0,971.841995566,2.2,,,,,,,,0.6,5.58,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0029067070,RIO FRIO [29067070],-74.147716,10.903945,30.0,FRIO,Bajo Magdalena,Cga Grande de Santa Marta,CIENAGA,CIENAGA,MAGDALENA,Limnimétrica,0.0,301.615850212,2.32,18.01,,,,0.0,0.25,0.5,0.55,5.52,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0029067120,FUNDACION    [29067120],-74.182576,10.525085,55.0,FUNDACION,Bajo Magdalena,Cga Grande de Santa Marta,FUNDACION,FUNDACION,MAGDALENA,Limnimétrica,39.61,1011.29382532,3.34,61.48,,,,4.39,3.89,3.39,0.41,6.7,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0029067130,PTE FERROCARRIL [29067130],-74.19211111,10.58580556,37.0,ARACATACA,Bajo Magdalena,Cga Grande de Santa Marta,ARACATACA,ARACATACA,MAGDALENA,Limnimétrica,27.8,749.272959026,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
0029067150,GANADERIA CARIBE [29067150],-74.126667,10.57491,67.0,ARACATACA,Bajo Magdalena,Cga Grande de Santa Marta,ARACATACA,ARACATACA,MAGDALENA,Limnigráfica,60.61,737.486395734,0.53,25.18,,,,3.69,3.19,2.69,0.1,3.35,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0029067160,PTE SEVILLA   [29067160],-74.02858,10.79883,1000.0,SEVILLA,Bajo Magdalena,Cga Grande de Santa Marta,CIENAGA,CIENAGA,MAGDALENA,Limnigráfica,0.0,163.649508818,1.3,13.5,,,,,,,0.76,8.25,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0029910,PTE.SAN ESTEBAN,-75.8117,2.10209,803.0,Magdalena,Alto Magdalena,Ríos Directos al Magdalena (mi),TARQUI,TARQUI,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0031015,SAN PEDRO - BOGOTA,-73.61416667,5.195277778,2559.0,Bogotá,Alto Magdalena,Río Bogotá,VILLAPINZÓN,VILLAPINZÓN,CUNDINAMARCA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0031097020,PTO INIRIDA [31097020],-67.93169444,3.867666667,100.0,INIRIDA,Inírida,R._Inírida_(mi) -_hasta_bocas_Caño_Bocón -_y_R._Las_Viñas,INIRIDA,INIRIDA,GUAINIA,Limnimétrica,100.0,53695.0186463,9.85,4487.74,,,,11.14,10.64,10.14,1.08,14.63,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0031115,SAN MIGUEL - SUMAPAZ,-74.74444444,4.248055556,345.0,Sumapaz,Alto Magdalena,Río Sumapaz,MELGAR,MELGAR,TOLIMA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0031118,PTE CARRETERA LA MESA - MESITAS,-74.43944444,4.602111111,712.0,Bogotá,Alto Magdalena,Río Bogotá,TENA,TENA,CUNDINAMARCA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0031183,ISLA DEL AMOR,-74.77694444,4.281944444,359.0,Magdalena,Alto Magdalena,Río Luisa y otros directos al Magdalena,RICAURTE,RICAURTE,CUNDINAMARCA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0031583,PTE. GUILLERMO PLAZAS,-76.123333,1.715833,1463.0,Guarapas,Alto Magdalena,Alto Magdalena,PALESTINA,PALESTINA,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0031588,DESEMBOCADURA RÍO GUACHICO,1.870555556,-76.14611111,1224.0,Guarapas,Alto Magdalena,Alto Magdalena,PITALITO,PITALITO,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0031592,SALIDA REPRESA QUIMBO - MG1,-75.568333,2.456111,602.0,Magdalena,Alto Magdalena,Ríos directos Magdalena (md),GIGANTE,GIGANTE,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0031604,PTE.GUACAS,-75.736944,2.156389,746.0,Magdalena,Alto Magdalena,Ríos directos Magdalena (md),GARZÓN,GARZÓN,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
0032037030,MACARENA LA   [32037030],-73.79225,2.185638889,311.0,GUAYABERO,Guaviare,Alto Guaviare,LA MACARENA,LA MACARENA,META,Limnimétrica,218.0,13820.5263765,6.04,2132.0,,,,8.79,7.79,7.24,1.37,9.88,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0032067030,PTO ANGOSTURAS [32067030],-73.924093,3.79461,745.0,ARIARI,Guaviare,Río Ariari,CUBARRAL,CUBARRAL,META,Limnigráfica,0.0,763.275148732,3.32,415.6,,,,6.2,5.3,4.5,1.13,7.8,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0032077070,PINALITO [32077070],-73.67673,2.97548,318.0,GUEJAR,Guaviare,Río Guejar,VISTAHERMOSA,VISTAHERMOSA,META,Limnimétrica,318.0,2358.36517827,5.11,498.7,,Amarilla,Naranja,5.47,4.97,4.47,0.05,6.2,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0032077080,PTO RICO [32077080],-73.21,2.94,199.0,ARIARI,Guaviare,Río Ariari,PUERTO RICO,PUERTO RICO,META,Limnimétrica,199.0,6091.26872195,3.73,921.12,,Naranja,Naranja,3.98,3.48,2.98,0.46,5.5,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0032077110,EL LIMON[32077110][32077110],-74.02967,3.36908,570.0,GUEJAR,Guaviare,Río Guejar,SAN JUAN DE ARAMA,SAN JUAN DE ARAMA,META,Limnimétrica,570.0,267.489320109,2.96,171.0,,,,5.4,4.9,4.4,1.57,6.0,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0032097010,MAPIRIPAN [32097010],-72.13011111,2.889722222,158.0,GUAVIARE,Guaviare,Medio Guaviare,MAPIRIPAN,MAPIRIPAN,META,Limnimétrica,0.0,40098.3905454,8.56,3460.4,,,,11.39,11.06958,10.74916,0.9,11.65,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0032107010,PTO ARTURO [32107010],-72.75111111,2.568888889,175.0,GUAVIARE,Guaviare,Medio Guaviare,SAN JOSE DEL GUAVIARE,SAN JOSE DEL GUAVIARE,GUAVIARE,Limnimétrica,0.0,35524.1096779,7.78,4459.04,,,,,,,1.84,9.97,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0032107030,SAN JOSE GUAVIARE [32107030],-72.63791667,2.573444444,172.0,GUAVIARE,Guaviare,Medio Guaviare,SAN JOSE DEL GUAVIARE,SAN JOSE DEL GUAVIARE,GUAVIARE,Limnimétrica,172.0,,7.77,,,,Amarilla,8.7,8.2,7.7,1.07,9.52,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0032157010,MAPIRIPANA [32157010],-70.53333333,2.8,121.0,GUAVIARE,Guaviare,Medio Guaviare,SAN JOSE DEL GUAVIARE,SAN JOSE DEL GUAVIARE,GUAVIARE,Limnimétrica,0.0,52302.3274387,9.16,4228.6,,,,,,,0.78,12.45,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0032207010,CEJAL [32207010],-68.34999722,3.99,94.0,GUAVIARE,Guaviare,Bajo Guaviare,CUMARIBO,CUMARIBO,VICHADA,Limnimétrica,0.0,83335.8273075,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
0033077010,STA RITA [33077010],-68.36,4.87,80.0,VICHADA,Vichada,Bajo Vichada,CUMARIBO,CUMARIBO,VICHADA,Limnimétrica,0.0,24649.7057357,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
0035017020,PTE LLERAS AUTOMATICA [35017020],-72.93633,4.10302,177.417,META,Meta,Directos Rio Metica entre ríos Guayuriba y Yucao,PUERTO LOPEZ,PUERTO LOPEZ,META,Limnigráfica,167.082,8013.70837515,6.87,1190.8,Roja,,Roja,6.318,5.818,5.318,1.4,7.09,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0035017040,BARRO EL [35017040],-73.17977778,3.749722222,193.0,METICA,Meta,Rio Metica (Guamal - Humadea),SAN CARLOS DE GUAROA,SAN CARLOS DE GUAROA,META,Limnimétrica,0.0,2377.85631883,3.86,318.64,,,,,,,0.08,7.0,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
003502700090,GUAYURIBA CIERRE [3502700090],-73.271131,3.958114,,,Meta,Río Guayuriba,,PUERTO LOPEZ,META,Limnigráfica,0.0,,2.94,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
003502700147,GUAYABETAL RIO NEGRO 2 [3502700147],-73.815681,4.21605,1210.0,Canal Rio Negro,Meta,Río Guayuriba,GUAYABETAL,GUAYABETAL,CUNDINAMARCA,Limnigráfica,0.0,,,,,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
0035027100,CARAZA [35027100],-74.010219,4.429306,2020.0,UNE,Meta,Río Guayuriba,ABASTICOS,CHIPAQUE,CUNDINAMARCA,Limnigráfica,0.0,160.480059199,1.36,12.8,,,,0.0,0.25,0.5,0.21,2.8,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0035027140,PTE CARRETERA - [35027140],-73.76442,4.04947,575.0,GUAYURIBA,Meta,Río Guayuriba,VILLAVICENCIO,VILLAVICENCIO,META,Limnigráfica,0.0,2814.86993587,3.38,,,,,6.02,5.62,5.19,0.38,8.0,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
0035027150,ANIMAS LAS [35027150],-74.173806,4.137972,2840.0,CHOCHAL,Meta,Río Guayuriba,BOGOTA D.C.,BOGOTA D.C.,BOGOTA D.C.,Limnigráfica,0.0,110.795995021,1.55,21.55,,,,,,,0.11,3.75,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0035027190,GUACAPATE [35027190],-73.874944,4.314306,1240.0,NEGRO,Meta,Río Guayuriba,QUETAME,QUETAME,CUNDINAMARCA,Limnigráfica,0.0,1298.65134934,2.63,108.96,,,,,,,0.19,4.8,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0035027200,PALMAR EL [35027200],-73.815417,4.208472,980.0,BLANCO,Meta,Río Guayuriba,GUAYABETAL,GUAYABETAL,CUNDINAMARCA,Limnigráfica,0.0,1009.15880304,2.33,,,,,,,,0.01,5.6,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0035027210,CASETEJA-DELICIAS [35027210],-73.768889,4.195278,866.0,NEGRO,Meta,Río Guayuriba,GUAYABETAL,GUAYABETAL,CUNDINAMARCA,Limnigráfica,0.0,2480.12202219,3.65,106.0,,,,,,,0.41,6.84,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0035027500,QDA RINCONAUTOM  [35027500],-73.85755,4.665,2553.0,QUEBRADA RINCON,Meta,Río Guayuriba,MUNDONUEVO,LA CALERA,CUNDINAMARCA,Limnigráfica,0.0,,0.35,,,,,0.0,0.25,0.5,0.21,0.99,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
0035027510,CALOSTROS BAJO   [35027510],-73.86303,4.66442,2494.0,CALOSTROS,Meta,Río Guayuriba,MUNDONUEVO,LA CALERA,CUNDINAMARCA,Limnigráfica,0.0,,0.6,,,,,0.0,0.25,0.5,0.08,1.82,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
0035027520,BOCAT EAAB AUTOMATICA [35027520],-73.86308333,4.6645,3077.0,CALOSTROS,Meta,Río Guayuriba,MUNDONUEVO,LA CALERA,CUNDINAMARCA,Limnigráfica,0.0,,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
0035037100,PTE ABADIA AUTOMATICA [35037100],-73.6368,4.23552,523.0,GUATIQUIA,Meta,Río Guatiquía,VILLAVICENCIO,VILLAVICENCIO,META,Limnigráfica,521.1762,,3.17,285.7,,,,0.0,0.25,0.5,0.01,7.35,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0035037130,PTE DEL AMOR [35037130],-73.66888889,4.08608333,432.552,OCOA,Meta,Río Guatiquía,VILLAVICENCIO,VILLAVICENCIO,META,Limnimétrica,428.788,,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
0035047030,PTE CARRETERA [35047030],-73.41238056,4.31245,388.732,GUACAVIA,Meta,Río Guacavía,CUMARAL,CUMARAL,META,Limnimétrica,378.604,344.069318056,1.86,63.96,,,,,,,0.09,5.0,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0035057010,CABLE EL [35057010],-73.29289,4.39558,275.0,HUMEA,Meta,Río Humea,PARATEBUENO,PARATEBUENO,CUNDINAMARCA,Limnigráfica,279.74,950.276101548,2.27,169.78,,,,7.0,6.268191,5.536381,0.1,7.0,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0035067030,UBALA [35067030],-73.49183333,4.78022222,1920.0,CHIVOR,Meta,Río Guavio,LAGUNA AZUL,UBALA,CUNDINAMARCA,Limnimétrica,0.0,67.6078191663,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
0035067050,PTE HOLGUIN [35067050],-73.62922222,4.79905556,1645.0,GUAVIO,Meta,Río Guavio,GACHETA,GACHETA,CUNDINAMARCA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
0035067090,BOCA LA [35067090],-73.4775,4.704277778,1684.0,BATATAS,Meta,Río Guavio,MINAS,GACHALA,CUNDINAMARCA,Limnigráfica,0.0,47.0972744574,1.5,46.87,,,,,,,0.32,5.0,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0035067130,MUNDO NUEVO [35067130],-73.39297222,4.852833333,1757.0,RUCIO,Meta,Río Guavio,LA PLAYA,UBALA,CUNDINAMARCA,Limnimétrica,0.0,38.0770026398,0.93,0.0,,,,3.5,3.230212,2.960424,0.04,6.5,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0035067330,PUENTE REYES [35077130],-73.64261111,4.81775,1773.0,GUAVIO,Meta,Río Guavio,,GACHETA,CUNDINAMARCA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
0035077080,PTE FIERRO AUTOMATICA[35077080],-73.46,4.98,1335.0,SOMONDOCO,Meta,Río Garagoa,SOMONDOCO,SOMONDOCO,BOYACÁ,Limnigráfica,0.0,618.126918942,1.91,24.72,,,,3.5,3.0,2.5,0.01,6.0,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0035077090,PTE ADRIANA [35077090],-73.36163889,5.385,2058.0,JENESANO,Meta,Río Garagoa,JENESANO,JENESANO,BOYACÁ,Limnimétrica,0.0,344.337796204,0.45,0.22,,,,,,,0.0,3.0,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0035077120,CARACOL EL [35077120],-73.39033333,5.05686111,1298.0,GARAGOA,Meta,Río Garagoa,GARAGOA,GARAGOA,BOYACÁ,Limnigráfica,1296.153,1415.21660003,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
0035087010,SAN AGUSTIN   [35087010],-73.23341667,4.859416667,416.0,LENGUPA,Meta,Río Lengupá,SANTA MARIA,SANTA MARIA,BOYACÁ,Limnigráfica,441.2177,1634.2584449,4.29,375.26,,Amarilla,Amarilla,4.9823,4.4823,3.9823,0.27,8.0,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0035087020,PAEZ [35087020],-73.068417,5.082611,873.0,LENGUPA,Meta,Río Lengupá,CAMPOHERMOSO,CAMPOHERMOSO,BOYACÁ,Limnimétrica,831.9871,1035.08401483,1.9,228.1,Naranja,Amarilla,,3.0079,2.5079,2.0079,0.24,4.5,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0035097070,ESCALERAS [35097070],-72.9385,5.491944444,3002.0,LAG DE TOTA,Meta,Lago de Tota,TOTA,TOTA,BOYACÁ,Limnimétrica,0.0,,1.15,,,,,0.0,0.25,0.5,0.06,2.51,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
0035097080,CEIBAL EL [35097080],-73.034167,5.081389,700.0,UPIA,Meta,Río Upía,PAEZ,PAEZ,BOYACÁ,Limnimétrica,0.0,670.122163196,2.96,67.3,,,,4.3,3.9,3.5,0.3,6.5,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0035107030,CABUYARO [35107030],-72.79,4.28,168.707,META,Meta,Directos al Río Meta entre ríos Humea y Upia (mi),CABUYARO,CABUYARO,META,Limnimétrica,157.56,14362.2907368,6.57,1962.28,,,Amarilla,7.36,6.916459,6.472919,0.02,7.82,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0035107040,GUAICARAMO [35107040],-73.051389,4.696389,264.0,UPIA,Meta,Río Upía,SABANALARGA,SABANALARGA,CASANARE,Limnigráfica,259.11,8142.51545092,4.54,1475.6,,,,,,,0.0,9.0,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0035117010,HUMAPO [35117010],-72.39,4.33,153.0,META,Meta,Directos Rio Metica entre ríos Guayuriba y Yucao,PUERTO LOPEZ,PUERTO LOPEZ,META,Limnimétrica,143.202,25849.5859632,7.37,2833.18,,,Amarilla,8.23,7.675183,7.120367,2.66,8.83,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0035127010,PTO GAITAN [35127010],-72.07658333,4.311555556,146.0,MANACACIAS,Meta,Río Manacacias,PUERTO GAITAN,PUERTO GAITAN,META,Limnimétrica,0.0,9785.89806842,,,,,,,,,0.01,9.64,,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
0035167000,CORPOBOYACA - SANTA INES [35167000],-72.883894,5.546122,3041.0,LAGO DE TOTA,Meta,Lago de Tota,AQUITANIA,AQUITANIA,BOYACÁ,Limnigráfica,0.0,,5.37,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
003516700232,EL TOBAL [3516700232],-72.865556,5.512222,3238.0,Tobal,Meta,Lago de Tota,AQUITANIA,AQUITANIA,BOYACÁ,Limnigráfica,0.0,,0.41,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0035167010,HATO LAGUNA [35167010],-72.8985,5.585833,3020.0,QDA. LAS CINTAS,Meta,Lago de Tota,AQUITANIA,AQUITANIA,BOYACÁ,Limnigráfica,0.0,,2.18,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
003518700145,TUA BALNEARIO - AUT [3518700145 ],-72.90089,4.88565,412.0,,Meta,Río Túa y otros directos al Meta,,,CASANARE,Limnigráfica,0.0,,3.21,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0035197020,VADO HONDO [35197020],-72.754806,5.50694,2831.0,CUSIANA,Meta,Río Cusiana,AQUITANIA,AQUITANIA,BOYACÁ,Limnigráfica,0.0,209.373619683,1.06,7.8,,,,,,,0.01,4.1,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0035197030,LOS ESTEROS[35197030]   [35197030],-72.568389,5.179694,289.673,UNETE,Meta,Río Cusiana,AGUAZUL,AGUAZUL,CASANARE,Limnimétrica,283.371,247.347056294,0.86,33.07,,,,,,,0.0,8.45,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0035197070,PTE LAS CANAS  [35197070],-72.815333,5.586694,3135.0,CUSIANA,Meta,Río Cusiana,AQUITANIA,AQUITANIA,BOYACÁ,Limnimétrica,0.0,,0.61,2.09,,,,,,,0.0,2.1,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0035197180,MANI [35197180],-72.291361,4.816417,290.0,CUSIANA,Meta,Río Cusiana,MANI,MANI,CASANARE,Limnimétrica,627.4691,3094.69202527,2.67,299.06,,,,4.15,3.7,3.2,0.62,5.6,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0035197190,PAJARITO AUTOMATICA [35197190],-72.70006,5.28344,770.0,CUSIANA,Meta,Río Cusiana,PAJARITO,PAJARITO,BOYACÁ,Limnigráfica,770.0,507.637590114,2.08,58.47,,,,7.24,6.74,6.24,1.29,8.0,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0035217010,PTE YOPAL   [35217010],-72.412581,5.367513,374.65,CRAVO SUR,Meta,Río Cravo Sur,YOPAL,YOPAL,CASANARE,Limnigráfica,367.55,1098.29171968,2.61,812.0,Amarilla,,,3.48,3.099659,2.719319,0.0,5.0,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
