id,nombre,lng,lat,altitud,corriente,zona,subzona,cenpoblado,municipio,depart,ctg,cotacero,areaaferete,maxnivel,maxcaudal,umbralsen,umbralobs,umbralpron,uroja,unaranja,uamarilla,ubajos,umaxhis,subred,en_H,en_Hsim,en_Q,en_Qsim,en_Calidad,NIVEL,CAUDAL
0035217030,PTE LA CABAÑA  [35217030],-72.455222,5.437944,478.582,CRAVO SUR,Meta,Río Cravo Sur,YOPAL,YOPAL,CASANARE,Limnigráfica,471.196,1008.71054654,1.7,102.65,,,,5.39,4.124658,2.859316,0.0,5.1,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0035217060,PLAYON EL   [35217060],-72.231722,5.5405,271.0,TOCARIA,Meta,Río Cravo Sur,NUNCHIA,NUNCHIA,CASANARE,Limnigráfica,267.6844,1386.38400237,1.12,70.54,,,,6.8156,6.3156,5.8156,0.0,11.12,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0035217090,LABRANZA GRANDE AUT [35217090],-72.583556,5.566917,1125.0,RIO CRAVO SUR,Meta,Río Cravo Sur,LABRANZAGRANDE,LABRANZAGRANDE,BOYACÁ,Limnigráfica,0.0,654.347566392,3.65,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0035227070,OROCUE BZO DERECHO [35227070],-71.345361,4.783167,126.0,META,Meta,Caño Guanápalo y otros directos al Meta,OROCUE,OROCUE,CASANARE,Limnigráfica,0.0,,,,,,,,,,0.6,5.4,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0035227090,PTE CARRETERA [35227090],-71.43613889,4.904583333,139.0,CÑO DUYA,Meta,Caño Guanápalo y otros directos al Meta,OROCUE,OROCUE,CASANARE,Limnimétrica,0.0,,1.87,18.79,,,,,,,0.05,7.74,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0035237010,PTE NONATO [35237010],-72.08788889,5.667416667,440.0,PAUTO,Meta,Río Pauto,NUNCHIA,NUNCHIA,CASANARE,Limnigráfica,297.7265,,2.43,,,,,,,,0.08,5.9,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0035237020,PTE CARRETERA   [35237020],-72.00122222,5.728972222,360.0,PORE,Meta,Río Pauto,PORE,PORE,CASANARE,Limnimétrica,0.0,12.4924436066,2.12,1.05,,,,3.0,2.719113,2.438225,0.07,4.0,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0035237030,TRINIDAD PAUTO - AUT [35237030],-71.668361,5.414389,178.0,,Meta,Río Pauto,TRINIDAD,TRINIDAD,CASANARE,Limnigráfica,0.0,,1.92,,Amarilla,Amarilla,,2.8,2.4,2.0,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0035257040,ACEITICO [35257040],-68.44147222,6.18355556,67.0,META,Meta,Directos Bajo Meta entre ríos Casanare y Orinoco (md),PUERTO CARREÑO,PUERTO CARREÑO,VICHADA,Limnimétrica,56.805,105993.992721,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
0035267010,HERMOSA LA [35267010],-70.44197222,5.533333333,93.0,META,Meta,Directos al Río Meta entre ríos Pauto y Carare (mi),PAZ DE ARIPORO,PAZ DE ARIPORO,CASANARE,Limnimétrica,82.73,,7.69,,,,,8.98,8.52192,8.063841,2.02,10.18,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0036017010,PAZ DE ARIPORO [36017010],-72.063778,5.928799,274.0,ARIPORO,Casanare,Río Ariporo,HATO COROZAL,HATO COROZAL,CASANARE,Limnimétrica,0.0,513.21691442,2.87,130.89,,,,4.75,,,,5.44,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
003602700101,SAN SALVADOR - AUT   [3602700101],-71.614722,6.2275,178.0,,Casanare,Río Casanare,TAME,TAME,ARAUCA,Limnigráfica,0.0,,2.84,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0036027050,CRAVO NORTE [36027050],-70.19433333,6.295638889,91.0,CASANARE,Casanare,Río Casanare,CRAVO NORTE,CRAVO NORTE,ARAUCA,Limnimétrica,0.0,14731.6365769,5.31,576.28,,,,8.68,8.458294,8.236588,1.8,8.25,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0037017040,PTE LOPEZ [37017040],-72.635889,7.207,1862.0,CHITAGA,Arauca,Río Chítaga,CACOTA,CACOTA,NORTE DE SANTANDER,Limnigráfica,0.0,845.706884409,1.71,22.21,,,,3.75,3.0,2.5,0.34,4.48,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0037027010,PEÑA DE LOS MICOS [37027010],-72.4248,7.1971,870.0,MARGUA,Arauca,Río Margua,TOLEDO,TOLEDO,NORTE DE SANTANDER,Limnigráfica,0.0,2568.45278894,2.79,256.59,,,,,,,0.21,9.32,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0037037010,PASO DE LA CANOA [37037010],-72.15252,7.03452,374.0,COBUGON,Arauca,Río Cobugón - Río Cobaría,CUBARA,CUBARA,BOYACÁ,Limnigráfica,0.0,1519.6796186,2.26,237.2,,,,4.9,4.0,3.4,0.01,7.5,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0037057020,ALCARAVAN  AUT [37057020],-71.416472,7.034972,162.0,ARAUCA,Arauca,Rio Banadia y otros Directos al Río Arauca,ARAUQUITA,ARAUQUITA,ARAUCA,Limnigráfica,0.0,,5.29,670.7,,,,8.0,7.264028,6.528056,1.5,9.75,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0037057060,PTE INTERNACIONA[37057060],-70.74388889,7.090833333,122.0,ARAUCA,Arauca,Directos Río Arauca (md),ARAUCA,ARAUCA,ARAUCA,Limnimétrica,0.0,,4.87,,,,,6.3,5.845024,5.390048,1.58,7.5,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0038017010,PTO CARREÑO  [38017010],-67.47958333,6.176527778,55.0,ORINOCO,Meta,Directos Bajo Meta entre ríos Casanare y Orinoco (md),PUERTO CARREÑO,PUERTO CARREÑO,VICHADA,Limnimétrica,34.1457,,8.59,,,,,14.0,13.74,13.47,0.18,16.5,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
0038027020,PTO NARIÑO [38027020],-67.83416667,4.95686111,79.0,ORINOCO,Orinoco Directos,Río Tuparro,CUMARIBO,CUMARIBO,VICHADA,Limnigráfica,0.0,267035.69481,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
0042077020,MITU AUTOMATICA [42077020],-70.239111,1.259556,180.0,VAUPES,Vaupes,Bajo Vaupés,MITU,MITU,VAUPES,Limnigráfica,0.0,21513.7399504,8.22,2339.8,,,,10.2,9.535564,8.931129,1.49,10.34,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0044017070,STA ROSA [4401707],-76.567583,1.697778,1620.0,CAQUETA,Caquetá,Alto Caqueta,SANTA ROSA,SANTA ROSA,CAUCA,Limnigráfica,1605.4916,683.735285862,1.47,61.35,,,,4.7084,4.2084,3.7084,0.44,5.0,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0044017110,ANDAQUI [44017110],-76.54889,1.050917,460.0,CAQUETA,Caquetá,Alto Caqueta,SANTA ROSA,SANTA ROSA,CAUCA,Limnigráfica,315.69,4468.22729442,3.44,825.8,,,,,,,0.86,8.61,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0044017120,PIEDRA LISA II  [44017120],-76.66078,1.21322,849.0,MOCOA,Caquetá,Alto Caqueta,PUEBLO VIEJO,MOCOA,PUTUMAYO,Limnigráfica,0.0,326.7055755,2.1,112.4,,,,,,,0.06,4.55,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
004403700097,SUCRE [4403700097],-75.650806,1.784472,1030.0,,Caquetá,Río Orteguaza,FLORENCIA,FLORENCIA,CAQUETA,Limnigráfica,0.0,,1.87,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0044037040,EL ROSARIO AUTOMATICA [44037040],-75.666389,1.72525,791.86,CARANO,Caquetá,Río Orteguaza,FLORENCIA,FLORENCIA,CAQUETA,Limnigráfica,786.46,55.5238376594,0.98,13.32,,,,3.0,2.75,2.5,0.02,4.5,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0044037050,VENECIA [44037050],-75.529306,1.563111,520.19,ORTEGUAZA,Caquetá,Río Orteguaza,FLORENCIA,FLORENCIA,CAQUETA,Limnigráfica,509.896,1075.10363246,4.93,189.44,,,,6.55,6.05,5.55,0.63,9.7,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0044037060,FLORENCIA-HACHA [44037060],-77.47891667,1.62405556,270.0,HACHA,Caquetá,Río Orteguaza,FLORENCIA,FLORENCIA,CAQUETA,Limnimétrica,270.0,295.597095655,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
0044037080,MORELIA    [44037080],-75.725056,1.4985,253.0,BODOQUERO,Caquetá,Río Orteguaza,MORELIA,MORELIA,CAQUETA,Limnigráfica,0.0,335.052769755,1.23,70.91,,,,,,,0.5,6.0,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0044197020,VILLARREAL [44197020],-69.61925,-1.309528,102.0,CAQUETA,Caquetá,Río Caqueta Bajo,LA PEDRERA,LA PEDRERA,AMAZONAS,Limnimétrica,89.357,,8.89,14881.29,,,,,,,0.0,15.26,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0047017010,MUELLE EL   [47017010],-76.48125,0.473638889,200.0,PUTUMAYO,Putumayo,Alto Río Putumayo,PUERTO ASIS,PUERTO ASIS,PUTUMAYO,Limnimétrica,0.0,,,,,,,,,,4.0,11.78,,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
0047017020,LA COCHA [47017020],-77.15722222,0.989722222,2850.0,GUAMUES,Putumayo,Alto Río Putumayo,EL ENCANO,PASTO,NARIÑO,Limnigráfica,0.0,238.675316313,1.1,5.8,,,,0.0,0.25,0.5,0.66,3.35,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0047017070,EDEN EL   [47017070],-76.986833,1.100972,2087.0,PUTUMAYO,Putumayo,Alto Río Putumayo,SAN ANDRES,SANTIAGO,PUTUMAYO,Limnigráfica,2053.07,474.799086213,2.05,21.77,,,,4.53,4.03,3.53,0.22,6.09,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0047017110,MONOPAMBA [47017110],-77.30675,0.800833,1650.0,SUCIO,Putumayo,Alto Río Putumayo,MONOPAMBA,PUERRES,NARIÑO,Limnigráfica,1566.6209,179.644193026,1.69,75.61,,,,6.3791,5.8791,5.3791,0.01,4.64,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0047017150,JOYA LA [47017150],-76.57930556,0.78875,350.0,GUINEO,Putumayo,Alto Río Putumayo,VILLAFLOR,VILLAGARZON,PUTUMAYO,Limnigráfica,0.0,382.885499829,2.05,131.08,,,,,,,0.04,7.0,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0047017160,PTE TEXAS [47017160],-76.576944,0.582694,250.0,PUTUMAYO,Putumayo,Alto Río Putumayo,SANTANA,PUERTO ASIS,PUTUMAYO,Limnigráfica,0.0,3504.58466669,4.11,1133.0,,,,,,,0.18,10.0,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0047017170,PICUDO EL [47017170],-76.83575,0.488833,360.0,GUAMUES,Putumayo,Alto Río Putumayo,SAN VICENTE DE LUZON,ORITO,PUTUMAYO,Limnigráfica,287.2,,2.58,460.28,,,,11.1,10.6,10.1,0.03,8.7,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0047017580,SINDAMANOY    [47017580],-77.14719444,1.13522222,2795.0,LAG GUAMUEZ,Putumayo,Alto Río Putumayo,EL ENCANO,PASTO,NARIÑO,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
0047047050,PTO LEGUIZAMO [47047050],-74.78011111,-0.199722222,147.0,PUTUMAYO,Putumayo,Río Putumayo Directos (mi),PUERTO LEGUIZAMO,PUERTO LEGUIZAMO,PUTUMAYO,Limnigráfica,0.0,,6.71,,,,,,,,0.26,7.98,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0048017010,LETICIA [48017010],-69.94272222,-4.222527778,120.0,AMAZONAS,Amazonas - Directos,Directos Río Amazonas (mi),LETICIA,LETICIA,AMAZONAS,Limnigráfica,51.63,989709.806552,16.35,,,Amarilla,Amarilla,17.7,17.130748,16.261495,1.54,18.46,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
0048017030,NAZARETH [48017030],-70.03608333,-4.12019444,119.0,AMAZONAS,Guaviare,Caño Chupabe,NAZARETH,LETICIA,AMAZONAS,Limnimétrica,56.33,878663.640851,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
0051027020,PILISPI [51027020],-77.985139,1.206083,1259.0,GUIZA,Mira,Río Mira,RICAURTE,RICAURTE,NARIÑO,Limnigráfica,0.0,424.143579267,1.79,31.55,,,,0.0,0.25,0.5,,3.95,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0051027050,PIPIGUAY    [51027050],-78.097222,1.236944,730.0,GUIZA,Mira,Río Mira,VEGAS,RICAURTE,NARIÑO,Limnigráfica,0.0,683.526401517,1.82,93.9,,,,0.0,0.25,0.5,,6.2,BINACIONAL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0051027060,SAN JUAN MIRA AUTOM [51027060],-78.670278,1.423889,100.0,MIRA,Mira,Río Mira,SAN JUAN(RIO MIRA),SAN ANDRES DE TUMACO,NARIÑO,Limnigráfica,0.0,2731.81964751,3.21,1146.91,,,,6.8,5.85,5.3,1.0,9.96,BINACIONAL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0051039010,TUMACO AUTOMATICA [51039010],-78.730278,1.819306,0.0,PACIFICO,Mira,Río Mira,DISTRITO ESPECIAL INDUSTRIAL PORTUARIO BIODIVERSO,SAN ANDRES DE TUMACO,NARIÑO,Meteorológica Marina,0.0,,2.83,,,,,3.59,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0052017010,PUENTE GUASCAS [52017010],-77.42936111,1.59427778,450.0,PATIA,Patía,Río Patia Alto,POLICARPA,POLICARPA,NARIÑO,Limnimétrica,0.0,8798.38023139,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
0052017020,PUERTO NUEVO [5201702],-77.2464,1.9089,525.0,PATIA,Patía,Río Patia Alto,PUERTO NUEVO,LEIVA,NARIÑO,Limnigráfica,0.0,5105.30162714,1.56,228.4,,,,,,,,3.85,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0052017030,FONDA LA [52017030],-77.046667,2.147778,700.0,PATIA,Patía,Río Patia Alto,LA FONDA,PATIA,CAUCA,Limnigráfica,0.0,1543.93154595,1.31,51.37,,,,,,,,7.6,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0052017100,PTE CARRETERA   [52017100],-76.84912,2.35618,960.0,TIMBIO,Patía,Río Patia Alto,CUATRO ESQUINAS,EL TAMBO,CAUCA,Limnigráfica,0.0,,3.93,9.5,,,,,,,,6.89,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0052017120,HOYO EL   [52017120],-77.00888889,2.208611111,700.0,QUILCASE,Patía,Río Patia Alto,EL HOYO,PATIA,CAUCA,Limnimétrica,0.0,628.008637951,2.85,29.5,,,,,,,,5.2,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0052017130,PTE COLGANTE TIMBIO  [52017130],-77.00444444,2.218055556,685.0,TIMBIO,Patía,Río Patia Alto,EL HOYO,PATIA,CAUCA,Limnigráfica,0.0,769.75545733,2.52,19.08,,,,,,,,5.63,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
005204700100,PUENTE LOS DOLORES - AUT,-77.234306,1.199806,2697.0,Pasto,Patia,Rio Juananbu,PASTO,PASTO,NARIÑO,Limnigráfica,0.0,,0.44,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0052047010,UNIVERSIDAD [5204701],-77.29294444,1.23433333,2500.0,PASTO,Patía,Río Juananbú,SAN JUAN DE PASTO,PASTO,NARIÑO,Limnigráfica,0.0,215.515466327,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
0052047020,PUENTE JUANAMBU   [52047020],-77.310333,1.517472,815.0,JUANAMBU,Patía,Río Juananbú,CHACHAGUI,CHACHAGUI,NARIÑO,Limnigráfica,0.0,1342.46228362,1.36,52.0,,,,,,,,5.05,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0052047030,BOCATOMA CENTENARIO [52047030],-77.24777778,1.201388889,2740.0,PASTO,Patía,Río Juananbú,SAN JUAN DE PASTO,PASTO,NARIÑO,Limnigráfica,2610.97,67.8624889296,1.42,1.45,,,,3.13,2.63,2.13,,3.29,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0052047040,PROVIDENCIA [5204704],-77.30055556,1.43194444,1250.0,PASTO,Patía,Río Juananbú,CHACHAGUI,CHACHAGUI,NARIÑO,Limnigráfica,0.0,462.168994746,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
0052057010,PILCUAN [52057010],-77.472806,1.021778,1780.0,GUAITARA,Patía,Río Guáitara,PILCUAN VIEJO (2),IMUES,NARIÑO,Limnigráfica,0.0,1249.09812394,1.47,71.3,,,,,,,,6.0,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0052057030,AGROYACO    [52057030],-77.44197222,1.574388889,480.0,GUAITARA,Patía,Río Guáitara,PANGUS,LOS ANDES,NARIÑO,Limnimétrica,0.0,3309.76721223,1.92,122.16,,,,,,,,18.23,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0052057040,CARLOSAMA [52057040],-77.68588889,0.844166667,2920.0,BLANCO,Patía,Río Guáitara,CARLOSAMA,CUASPUD,NARIÑO,Limnigráfica,0.0,209.211552288,1.11,3.51,,,,0.0,0.25,0.5,,3.0,BINACIONAL,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
0052057050,SAN PEDRO [5205705],-77.48225,1.383083,850.0,GUAITARA,Patía,Río Guáitara,SAN PEDRO,EL TAMBO,NARIÑO,Limnigráfica,0.0,2513.61103586,3.61,128.74,,,,,,,,7.3,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0052057100,RUMICHACA - AUT [52057100],-77.661978,0.813786,2582.0,GUAITARA,Patía,Río Guáitara,IPIALES,IPIALES,NARIÑO,Limnigráfica,0.0,,0.69,,,,,0.0,0.25,0.5,,,BINACIONAL,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
0052077010,PTE PUSMEO AUTOM  [52077010],-77.478917,1.624056,391.0,PATIA,Patía,Río Patia Medio,PISANDA,CUMBITARA,NARIÑO,Limnigráfica,360.7828,12116.1191743,3.27,,,,,9.2172,8.7172,8.2172,,9.15,RED NACIONAL DE CALIDAD DEL AGUA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
0052077020,LOS NORTES AUTOMATICA [52077020],-77.53111111,1.741111111,340.0,PATIA,Patía,Río Patia Medio,CUMBITARA,CUMBITARA,NARIÑO,Limnimétrica,0.0,,5.13,,,,,,,,,16.8,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
005311700154,PUENTE ZACARIAS - AUT   [5311700154],-77.005417,3.814528,12.0,Dagua,Tapaje - Dagua - Directos,Dagua - Buenaventura - Bahia Malaga,BUENAVENTURA,BUENAVENTURA,VALLE DEL CAUCA,Limnigráfica,0.0,,2.57,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
0053119010,BUENAVENTURA IDEAM   [53119010],-77.06188,3.89007,1.0,PACIFICO,Tapaje - Dagua - Directos,Dagua - Buenaventura - Bahia Málaga,DISTRITO ESPECIAL INDUSTRIAL PORTUARIO BIODIVERSO,BUENAVENTURA,VALLE DEL CAUCA,Meteorológica Marina,0.0,,3.66,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0054017040,TADO AUTOM   [54017040],-76.562778,5.265056,100.0,SAN JUAN,San Juán,Río San Juan Alto,TADO,TADO,CHOCO,Limnigráfica,95.0,1767.50253421,3.58,975.7,,,,6.0,5.5,5.0,,6.88,,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
0054027050,PR CHOCO- RIO IRO [54027050],-76.6656,5.1166,,,San Juán,Río Tamaná y otros Directos San Juan,RIO IRO (STA RITA),RIO IRO (STA RITA),CHOCO,Limnigráfica,0.0,,7.12,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0054037050,PR CHOCO- SIPI [54037050],-76.7402,4.6929,,,San Juán,Río Sipí,SIPI,SIPI,CHOCO,Limnigráfica,0.0,,2.84,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0054057010,NOANAMA ASERRIO   [54057010],-76.9333,4.6725,16.0,SAN JUAN,San Juán,Río Capoma y otros directos al San Juan,NOANAMA,MEDIO SAN JUAN,CHOCO,Limnigráfica,0.0,9286.90129812,7.09,,,,,,,,,10.52,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0054057020,PR CHOCO- LITORAL SAN JUAN [54057020],-77.0218,4.2454,8.0,,San Juán,Ríos Calima y  Bajo San Juan,LITORAL DE SAN JUAN,LITORAL DE SAN JUAN,CHOCO,Limnigráfica,0.0,,4.7,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
0054077210,JUANCHACO AUTOM   [54077210],-77.34908,3.92518,10.0,OCEANO PACIFICO,San Juán,Ríos Calima y  Bajo San Juan,,BUENAVENTURA,VALLE DEL CAUCA,Meteorológica Marina,0.0,,4.88,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
008393,ANTES EMBALSE SALVAJINA,-76.7075,2.757361111,1151.0,Cauca,Cauca,Rio Salado y otros directos Cauca,MORALES,MORALES,CAUCA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008405,ANTES MCPIO MOMPÓS,-74.40916667,9.220277778,20.0,Brazo de Mompós,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,MOMPÓS,MOMPÓS,BOLÍVAR,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008444,DESPUES RÍO OPIA,-74.806553,4.549833,227.0,Magdalena,Alto Magdalena,Río Opía,VENADILLO,VENADILLO,TOLIMA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008445,DESEMBOCADURA RÍO OPÓN,-73.9,6.987472222,67.0,Opon,Medio Magdalena,Río Opón,BARRANCABERMEJA,BARRANCABERMEJA,SANTANDER,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008542,DESEMBOCADURA RÍO NEIVA,-75.332525,2.780602778,469.0,Neiva,Alto Magdalena,Río Neiva,CAMPOALEGRE,CAMPOALEGRE,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008548,DESEMBOCADURA PTE LA JAGUA,-75.66972222,2.172777778,758.0,Suaza,Alto Magdalena,Río Suaza,GARZÓN,GARZÓN,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA - CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008549,DESEMBOCADURA QUEBRADA MARMATO,-75.58027778,5.461666667,650.0,Marmato,Cauca,Rio Tapias y otros directos al Cauca,MARMATO,MARMATO,CALDAS,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008550,DESEMBOCADURA RÍO  CESAR,-73.9676,8.99857,23.0,Cesar,Bajo Magdalena,Directos Bajo Magdalena entre El Banco y El Plato (md),EL BANCO,EL BANCO,MAGDALENA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008551,DESEMBOCADURA RIO AMAIME,-76.423139,3.683357,957.0,Amaime,Cauca,Rios Amaime y Cerrito,EL CERRITO,EL CERRITO,VALLE DEL CAUCA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008552,DESEMBOCADURA RIO ARMA,-75.5975,5.7375,612.0,Arma,Cauca,Rio Arma,AGUADAS,AGUADAS,CALDAS,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008553,DESEMBOCADURA RÍO BUGALAGRANDE,-76.17233333,4.304777778,951.0,Bugalagrande,Cauca,Rio Bugalagrande,BUGALAGRANDE,BUGALAGRANDE,VALLE DEL CAUCA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008554,DESEMBOCADURA RÍO CALI,-76.49248,3.505595,970.0,Cali,Cauca,Rios Cali,CALI,CALI,VALLE DEL CAUCA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
