Station,Latitude,Longitude,COMID_v1,Bias Corrected,Corrected Variability,Corrected Correlation,Corrected KGE
Amazonas_jau_km1756,-2.1486,-62.3074,9031027,0.984866968,1.09438862,0.825069694,0.800653989
Amazonas_jau_km1799,-2.2756,-62.4546,9031478,0.987466741,1.100517277,0.778150313,0.756118699
Amazonas_jau_km1806,-2.298,-62.4756,9031478,0.987183766,1.153176337,0.80212287,0.749435428
Amazonas_jau_km1814,-2.3348,-62.4886,9031961,0.988152679,1.106589313,0.816117905,0.787128524
Amazonas_jau_km1827,-2.3812,-62.5321,9031961,0.990842158,1.133485226,0.815050238,0.771726948
Amazonas_jau_km1912,-2.6261,-62.845,9032672,0.988747897,1.244947874,0.815568767,0.693176027
Amazonas_jau_km1961,-2.6718,-63.0654,9032753,0.988404785,1.08611847,0.731134261,0.717440935
Amazonas_jau_km2010,-2.6026,-63.3179,9032501,0.992604166,1.103502911,0.71599753,0.697634404
Amazonas_jauaru_km0448,-1.4248,-53.7631,9028184,1.010533342,1.248295657,0.79550286,0.678160343
Amazonas_javari_km2925,-4.369,-70.008,9039836,0.98990435,1.082137336,0.956112474,0.906327277
Amazonas_javari_km2942,-4.3001,-70.0409,9039704,0.991656915,1.177459354,0.919867316,0.805108552
Amazonas_javari_km2946,-4.29,-70.061,9039704,0.990517999,1.090267734,0.960590926,0.901049269
Amazonas_javari_km3051,-4.1591,-70.4531,9039215,0.987687642,1.174220744,0.929939563,0.811816774
Amazonas_javari_km3054,-4.171,-70.466,9039215,0.993506627,0.992500714,0.950411922,0.949429448
Amazonas_javari_km3144,-4.188,-70.802,9039114,0.989395879,1.075818836,0.950782343,0.908987248
Amazonas_javari_km3176,-4.3252,-70.8836,9039819,0.99000047,1.161061937,0.948125996,0.830495279
Amazonas_javari_km3183,-4.3591,-70.9206,9039819,0.989574105,1.174308727,0.930563241,0.812080615
Amazonas_javari_km3261,-4.38,-71.231,9039916,0.991975423,1.017021691,0.941577372,0.938621378
Amazonas_javari_km3293,-4.4411,-71.3256,9040163,0.987399418,1.110911469,0.921981366,0.863812497
Amazonas_javari_km3317,-4.437,-71.465,9040272,0.991753233,1.044090591,0.943792023,0.928088067
Amazonas_javari_km3397,-4.494,-71.761,9040387,0.98914886,1.047354819,0.868533223,0.859843874
Amazonas_javari_km3399,-4.5042,-71.7706,9040387,0.992968067,1.157873054,0.855922952,0.786150649
Amazonas_javari_km3402,-4.4841,-71.7834,9040387,0.991950403,1.159218288,0.911326083,0.817576529
Amazonas_javari_km3412,-4.4421,-71.793,9040267,0.991562404,1.241833201,0.88659311,0.732763003
Amazonas_javari_km3431,-4.5264,-71.8924,9040918,0.989952478,1.169165136,0.864130666,0.782794401
Amazonas_javari_km3445,-4.3756,-71.8596,9040060,0.993088137,1.200251388,0.842961081,0.745422675
Amazonas_javari_km3466,-4.64,-72.007,9041004,0.992455227,1.042059608,0.898472349,0.889846479
Amazonas_javari_km3496,-4.718,-72.122,9041500,0.989611887,1.052876382,0.863245396,0.853011407
Amazonas_javari_km3512,-4.7475,-72.1919,9041500,0.989706044,1.121608187,0.917451855,0.852661231
Amazonas_javari_km3652,-5.0036,-72.6024,9042712,0.995360102,1.093797557,0.900394515,0.863103093
Amazonas_javari_km3655,-5.026,-72.606,9043606,0.998872999,1.037514454,0.791882546,0.788525465
Amazonas_javari_km3695,-5.084,-72.76,9043285,0.995133043,0.92260356,0.839151413,0.821433026
Amazonas_javari_km3717,-5.143,-72.836,9043370,0.995473089,0.955722278,0.873142795,0.865561315
Amazonas_javari_km3752,-5.292,-72.869,9044197,0.993600924,0.926751234,0.828280623,0.813200979
Amazonas_javari_km3799,-5.4977,-72.9606,9044905,0.994373653,1.129639204,0.855677696,0.805920361
Amazonas_javari_km3803,-5.5246,-72.9549,9046466,0.994518374,1.167536938,0.767986901,0.71376801
Amazonas_javari_km3893,-5.8611,-73.1249,9047911,0.994735757,1.031099739,0.872896262,0.869040974
Amazonas_javari_km3967,-6.153,-73.242,9048351,0.99680591,0.950798136,0.707977433,0.703844289
Amazonas_javari_km3983,-6.2309,-73.2069,9048288,0.996644352,1.107990364,0.897267115,0.850912023
Amazonas_javari_km4022,-6.394,-73.113,9049156,0.995571108,0.914613911,0.626119351,0.616467551
Amazonas_javari_km4036,-6.477,-73.132,9049499,0.99553986,0.840474889,0.630955019,0.59792743
Amazonas_javari_km4052,-6.518,-73.161,9049875,0.995550374,0.855763288,0.681533978,0.650364997
Amazonas_javari-Mirim_km3462,-4.348,-71.942,9039796,0.989184923,1.016416319,0.748279161,0.747512689
Amazonas_javari-Mirim_km3524,-4.394,-72.194,9040054,0.992563148,1.014190963,0.759789275,0.759255566
Amazonas_javari-Mirim_km3644,-4.564,-72.708,9040841,0.996889504,0.988887409,0.708131061,0.707903026
Amazonas_javari-Mirim_km3674,-4.676,-72.85,9041173,0.995806304,0.830455857,0.395315438,0.371982306
Amazonas_jiparana_km2078,-8.279,-62.754,9058342,0.998462257,1.04995337,0.955357138,0.932987397
Amazonas_jiparana_km2092,-8.346,-62.695,9058342,0.996459751,1.037911664,0.967530729,0.949959205
Amazonas_jiparana_km2123,-8.4921,-62.4935,9058551,0.99708158,1.014645283,0.96795668,0.964647831
Amazonas_jiparana_km2133,-8.5738,-62.4531,9058823,0.998433429,1.003008725,0.977400768,0.977147607
Amazonas_jiparana_km2191,-8.898,-62.173,9060228,1.002827216,0.954625629,0.465235093,0.463306109
Amazonas_jiparana_km2201,-8.8934,-62.1156,9060397,1.000312473,0.968609119,0.968356093,0.95542622
Amazonas_jiparana_km2212,-8.9339,-62.0416,9060397,1.002000962,1.005881269,0.965121891,0.964572953
Amazonas_jiparana_km2235,-9.0211,-61.8856,9060853,0.997385123,0.988377686,0.9253829,0.924437924
Amazonas_jiparana_km2242,-9.038,-61.822,9060695,1.000427966,1.024163681,0.970409761,0.961794648
Amazonas_jiparana_km2261,-9.0055,-61.6736,9060661,0.998343465,0.982791432,0.960287264,0.956687412
Amazonas_jiparana_km2368,-9.488,-61.721,9063092,0.999532528,1.026805557,0.967416324,0.957804593
Amazonas_jiparana_km2376,-9.5236,-61.7719,9063092,0.999126033,0.939169026,0.961351332,0.927924409
Amazonas_jiparana_km2378,-9.5311,-61.7924,9063092,0.99733998,0.916750539,0.939078717,0.896806244
Amazonas_jiparana_km2391,-9.6251,-61.8128,9063438,0.998320694,0.88133449,0.892695542,0.840004469
Amazonas_jiparana_km2466,-10.0989,-61.9207,9065771,0.997622816,0.894853901,0.907913457,0.860209855
Amazonas_jiparana_km2504,-10.379,-61.787,9066556,0.999579216,1.065950313,0.94311401,0.91290444
Amazonas_jiparana_km2547,-10.685,-61.855,9067847,1.000102455,1.135215817,0.921337197,0.843567382
Amazonas_jiparana_km2573,-10.8699,-61.9346,9068580,0.999597603,1.022385803,0.921635989,0.91850028
Amazonas_jiparana_km2581,-10.9349,-61.945,9069618,1.000401016,1.058165852,0.881511918,0.868004346
Amazonas_jiparana_km2601,-11.084,-61.945,9069618,1.00017997,1.055020565,0.955276071,0.929094959
Amazonas_jiparana_km2645,-11.3842,-61.8176,9070690,0.999353208,1.015507146,0.852245112,0.851432181
Amazonas_jiparana_km2654,-11.4131,-61.7506,9070721,0.999454132,0.996887514,0.885800091,0.88575638
Amazonas_jiparana_km2712,-11.556,-61.334,9071384,0.99957065,1.030161585,0.874305027,0.870736194
Amazonas_jiparana_km2716,-11.5716,-61.3084,9071384,0.999044012,0.883418897,0.807793725,0.775199378
Amazonas_jiparana_km2724,-11.602,-61.245,9071683,1.000142269,1.119530552,0.876854168,0.828382783
Amazonas_jiparana-Trib-01_km2092,-8.2476,-62.9949,9057605,0.992984465,0.988575327,0.959552662,0.957388639
Amazonas_jiparana-Trib-03_km2118,-8.3547,-62.9706,9057910,0.994653332,0.999561728,0.941070714,0.940827036
Amazonas_jiparana-Trib-03_km2133,-8.3788,-62.9349,9057910,0.998712764,0.996369962,0.950757333,0.950606939
Amazonas_juani_km2464,-1.8129,-67.7004,9029862,0.993493733,1.089088754,0.793740266,0.775228526
Amazonas_juani_km2553,-1.9254,-68.042,9030139,0.997475922,1.176733305,0.77930379,0.717249494
Amazonas_juani_km2575,-1.9279,-68.1431,9030139,0.997843429,1.146027509,0.690423284,0.657704181
Amazonas_juani_km2699,-2.4672,-68.4919,9032085,0.998486515,1.227719069,0.689640689,0.615056931
Amazonas_jufari_km1690,-1.1173,-62.0486,9027410,0.98446279,1.060296143,0.891175396,0.874621277
Amazonas_jundiatuba_km2696,-3.523,-68.886,9036492,0.991450779,1.014583513,0.943772287,0.941286086
Amazonas_jundiatuba_km2709,-3.576,-68.898,9036492,0.992104001,1.014991008,0.934559043,0.932401213
Amazonas_jundiatuba_km2721,-3.618,-68.907,9037295,0.992893184,0.988301796,0.928946728,0.927640327
Amazonas_jundiatuba_km2840,-4.049,-69.002,9038599,0.993629246,0.940467859,0.829594902,0.819382837
Amazonas_jundiatuba_km2960,-4.371,-69.324,9040243,0.993544527,0.967540594,0.815970826,0.813018656
Amazonas_jundiatuba_km3159,-5.023,-69.899,9043030,0.996281934,1.029434996,0.781893542,0.779884871
Amazonas_jundiatuba_km3180,-5.104,-69.953,9043514,0.996455976,0.988257541,0.780858998,0.780516004
Amazonas_jundiatuba_km3200,-5.185,-69.971,9043514,0.996885475,0.995839673,0.799029178,0.798961994
Amazonas_jundiatuba_km3239,-5.396,-70.018,9044691,0.996844428,0.90734473,0.760401141,0.743090347
Amazonas_jundiatuba_km3320,-6.011,-70.154,9047332,0.99779325,0.902348111,0.762424286,0.743128474
Amazonas_jurua_km2211,-2.792,-65.851,9033209,0.990003321,1.047222429,0.976254286,0.94620641
Amazonas_jurua_km2222,-2.819,-65.857,9033419,0.989456768,1.043223316,0.975154159,0.949041874
Amazonas_jurua_km2231,-2.841,-65.862,9033764,0.988997343,1.03932216,0.974277703,0.951741039
Amazonas_jurua_km2248,-2.9041,-65.9234,9033764,0.975919747,1.352837168,0.937629776,0.64088446
Amazonas_jurua_km2258,-2.9,-65.875,9033764,0.989762176,1.048538072,0.982210632,0.947300672
Amazonas_jurua_km2263,-2.919,-65.879,9033764,0.989828273,1.056942155,0.984525514,0.940122352
Amazonas_jurua_km2268,-2.942,-65.884,9034357,0.99635832,1.050382541,0.928528633,0.91247961
Amazonas_jurua_km2273,-2.982,-65.893,9033897,0.988580842,1.064568958,0.975325431,0.929940155
Amazonas_jurua_km2279,-2.9544,-65.9332,9033897,0.97820923,1.279004993,0.947889439,0.715335049
Amazonas_jurua_km2326,-3.1666,-65.9988,9034727,0.982501704,1.185802415,0.973711583,0.811533004
Amazonas_jurua_km2334,-3.214,-65.987,9035050,0.988288465,1.084326084,0.981579873,0.912894606
Amazonas_jurua_km2624,-4.257,-66.475,9039983,0.992167579,1.02599581,0.973757578,0.962240317
Amazonas_jurua_km2695,-4.5579,-66.6241,9040630,0.994044434,1.049590681,0.979746071,0.946102634
Amazonas_jurua_km2802,-5.009,-66.8722,9042967,0.99551066,1.101170693,0.956394964,0.889740931
Amazonas_jurua_km2817,-5.075,-66.92,9042966,0.992130719,1.047670428,0.981747553,0.948351698
Amazonas_jurua_km2832,-5.075,-67.013,9043301,0.992043203,1.041081277,0.97318509,0.950300691
Amazonas_jurua_km2846,-5.104,-67.079,9043301,0.990242661,1.048973773,0.958993251,0.935384293
Amazonas_jurua_km2967,-5.4054,-67.3766,9044806,0.992017641,1.039723994,0.968915163,0.948931606
Amazonas_jurua_km3045,-5.582,-67.62,9045476,0.995388879,1.011505129,0.985334968,0.980798604
Amazonas_jurua_km3215,-6.157,-68.031,9048591,0.992727663,1.015922547,0.957568569,0.954099665
Amazonas_jurua_km3219,-6.1506,-68.0532,9048591,0.996593992,1.057763282,0.980039127,0.938790246
Amazonas_jurua_km3240,-6.2831,-68.0741,9048591,0.993469629,1.064407307,0.968938102,0.92819618
Amazonas_jurua_km3252,-6.2352,-68.1206,9048565,0.992243203,1.020560376,0.964461195,0.958215989
Amazonas_jurua_km3284,-6.361,-68.166,9049200,0.993139275,1.018831289,0.974304292,0.967412328
Amazonas_jurua_km3408,-6.5081,-68.5939,9049730,0.995857606,1.083974533,0.977269795,0.912904973
Amazonas_jurua_km3414,-6.4686,-68.5841,9049564,0.995450695,1.028515257,0.980690251,0.965262665
Amazonas_jurua_km3468,-6.524,-68.83,9049667,0.993219923,1.012699529,0.979228795,0.974727675
Amazonas_jurua_km3470,-6.518,-68.85,9049667,0.993834777,1.018240078,0.973973291,0.967625628
Amazonas_jurua_km3506,-6.5809,-68.9866,9049940,0.99158597,1.026660445,0.971312908,0.959943484
Amazonas_jurua_km3533,-6.5346,-69.0665,9049798,0.99513228,1.05880135,0.977611022,0.936892474
Amazonas_jurua_km3572,-6.595,-69.204,9050066,0.995075326,1.049528837,0.97918636,0.946050341
Amazonas_jurua_km3631,-6.5349,-69.4561,9050131,0.995467764,1.021577686,0.980409832,0.970505724
Amazonas_jurua_km3655,-6.614,-69.547,9050131,0.995315587,1.004401487,0.972641712,0.971896748
Amazonas_jurua_km3660,-6.605,-69.567,9050130,0.994922913,0.993721312,0.972629591,0.971463391
Amazonas_jurua_km3694,-6.563,-69.672,9049840,0.99531627,1.054342299,0.971527984,0.938472132
Amazonas_jurua_km3877,-6.743,-70.237,9050889,0.996545001,1.024122436,0.968572479,0.960231696
Amazonas_jurua_km3906,-6.703,-70.307,9050654,0.995260469,1.045972252,0.944635193,0.927880842
Amazonas_jurua_km3910,-6.71,-70.309,9050654,0.996405633,1.026440321,0.959550055,0.951541687
Amazonas_jurua_km3912,-6.719,-70.311,9050654,0.996657114,1.000750818,0.948766991,0.948652558
Amazonas_jurua_km4088,-6.764,-70.951,9050849,0.996442035,1.01474432,0.967535291,0.964166895
Amazonas_jurua_km4105,-6.842,-71.0061,9051291,0.996489352,1.058396302,0.97512872,0.936430878
Amazonas_jurua_km4124,-6.879,-71.065,9051328,0.996118695,1.00448137,0.959853458,0.959418083
Amazonas_jurua_km4167,-6.9657,-71.2296,9051717,0.995523813,1.048235802,0.967312374,0.941560204
Amazonas_jurua_km4260,-7.052,-71.606,9052241,0.994807523,0.989737,0.93419622,0.93319859
Amazonas_jurua_km4320,-7.181,-71.826,9052668,0.995774835,1.018333699,0.933182494,0.930584183
Amazonas_jurua_km4326,-7.18,-71.85,9052668,0.996712249,0.954081974,0.940759509,0.92497527
Amazonas_jurua_km4361,-7.1871,-72.0173,9052797,0.998110955,1.06395074,0.955588494,0.922117733
Amazonas_jurua_km4390,-7.2228,-72.1074,9052974,0.996670458,1.081782644,0.911727517,0.879619279
Amazonas_jurua_km4418,-7.233,-72.284,9052974,0.993982476,0.856834361,0.906251905,0.828765318
Amazonas_jurua_km4495,-7.5423,-72.5036,9054322,0.996834611,1.125916101,0.890510211,0.833108125
Amazonas_jurua_km4539,-7.659,-72.675,9055026,0.996763227,0.982951504,0.864420193,0.863314185
Amazonas_jurua_km4582,-7.85,-72.718,9055779,0.997155132,0.947798229,0.861243156,0.851721276
Amazonas_jurua_km4620,-8.022,-72.756,9056504,0.99781948,0.970356553,0.884886302,0.881110757
Amazonas_jurua_km4626,-8.047,-72.762,9056878,0.997258916,0.91328617,0.87483591,0.847708007
Amazonas_jurua_km4654,-8.206,-72.797,9057285,0.997988827,0.982584817,0.85230924,0.851272417
Amazonas_jurua_km4656,-8.203,-72.786,9057285,0.999203816,0.99760364,0.889116939,0.88908819
Amazonas_jurua_km4690,-8.353,-72.753,9057945,0.999861093,1.022556135,0.918916858,0.915837808
Amazonas_jurua_km4990,-10.046,-72.49,9065200,0.998784498,0.980481696,0.718396409,0.717718183
Amazonas_jurua_km5006,-10.068,-72.369,9065498,0.999257727,1.165991309,0.554707717,0.524774914
Amazonas_jurua-Trib-01_km2455,-3.7246,-66.0984,9037034,0.998554662,1.061255616,0.974618417,0.933678328
Amazonas_juruena_km1441,-7.805,-58.337,9055596,1.000605338,1.032206482,0.979673648,0.961910835
Amazonas_juruena_km1459,-7.928,-58.364,9056199,1.000290259,1.055204125,0.973368065,0.938706937
Amazonas_juruena_km1500,-8.2319,-58.3257,9057313,0.997013776,0.813625771,0.915825445,0.795477076
Amazonas_juruena_km1578,-8.7034,-58.3391,9059347,0.998945304,0.942875598,0.878712388,0.865929144
Amazonas_juruena_km1637,-9.007,-58.605,9060895,0.999784193,1.09423805,0.954342221,0.895283767
Amazonas_juruena_km1650,-9.098,-58.625,9061161,0.999830858,1.078371835,0.962296621,0.913030362
Amazonas_juruena_km1694,-9.4016,-58.5304,9062319,0.998885348,0.883811202,0.874016377,0.828614608
Amazonas_juruena_km1698,-9.4041,-58.4979,9062320,0.999823691,1.117245567,0.917869632,0.856849899
Amazonas_juruena_km1827,-10.224,-58.3401,9065994,0.998978198,0.889316186,0.880998999,0.837478651
Amazonas_juruena_km1899,-10.7866,-58.3376,9068176,0.99908867,0.971502892,0.890313586,0.886668517
Amazonas_juruena_km1907,-10.8439,-58.3505,9068772,0.999309651,0.926192633,0.866778322,0.847697605
Amazonas_juruena_km1927,-10.9861,-58.3806,9070033,0.999280835,0.841078005,0.879531611,0.800577457
Amazonas_juruena_km2009,-11.546,-58.383,9071270,1.00010194,0.998815662,0.926522403,0.926512788
Amazonas_juruena_km2056,-11.8999,-58.434,9072672,0.999593325,0.934437515,0.877472047,0.861033442
Amazonas_juruena_km2092,-12.0467,-58.6233,9073335,0.999177345,0.849979499,0.831131806,0.774116635
Amazonas_juruena_km2100,-12.0819,-58.6798,9073335,0.999162533,0.961063121,0.795083614,0.791415467
Amazonas_juruena_km2126,-12.1884,-58.8289,9073716,0.999057629,0.912595442,0.869147692,0.842638088
Amazonas_juruena_km2367,-13.707,-59.0049,9079594,0.999855323,1.352688493,0.275927265,0.194599156
Amazonas_jurupari_km3981,-7.6023,-70.0571,9054682,1.000315358,1.046235111,0.927667954,0.914152986
Amazonas_jurupari_km4062,-7.9056,-70.1679,9056046,1.000215986,1.047326234,0.899503616,0.888917407
Amazonas_jurupari_km4070,-7.9379,-70.1794,9056046,1.000408285,1.05844577,0.879422638,0.866003824
Amazonas_jurupari_km4081,-7.9814,-70.1956,9056411,1.000329865,1.056893184,0.88475885,0.871479707
Amazonas_jurupari_km4128,-8.1511,-70.3634,9056986,0.999735199,1.034544373,0.685862048,0.683968298
Amazonas_jurupari_km4167,-8.3075,-70.4616,9057663,0.999130146,0.98982328,0.875138144,0.874721089
Amazonas_jutai_km2345,-2.746,-66.808,9033403,0.991009938,1.096409152,0.947283295,0.889752112
Amazonas_jutai_km2346,-2.7469,-66.8224,9033403,0.991607899,1.111129117,0.809994178,0.779722174
Amazonas_jutai_km2467,-3.209,-67.38,9034865,0.995190411,1.023515307,0.956754483,0.950540152
Amazonas_jutai_km2470,-3.2191,-67.3937,9034865,0.992340772,1.123592505,0.962481507,0.870611406
Amazonas_jutai_km2471,-3.2199,-67.3938,9034865,0.990958102,1.222398089,0.946900758,0.771172127
Amazonas_jutai_km2475,-3.246,-67.417,9035326,0.993859464,1.12206182,0.945391382,0.866138522
Amazonas_jutai_km2512,-3.427,-67.511,9035969,0.994865313,1.09490673,0.969810738,0.900275159
Amazonas_jutai_km2513,-3.4266,-67.5189,9035969,0.996624408,1.124901363,0.950213604,0.865499329
Amazonas_jutai_km2531,-3.4901,-67.4966,9036606,0.998458669,1.057211922,0.920345277,0.901916084
Amazonas_jutai_km2544,-3.529,-67.45,9036386,0.996636568,0.99969672,0.960510789,0.960366649
Amazonas_jutai_km2546,-3.549,-67.468,9036386,0.995754126,1.104725081,0.975640253,0.892395319
Amazonas_jutai_km2547,-3.5511,-67.4751,9036386,0.997287511,1.105119787,0.958129214,0.886815682
Amazonas_jutai_km2548,-3.5513,-67.4754,9036386,0.995799505,1.113351945,0.976836021,0.884229203
Amazonas_jutai_km2566,-3.6381,-67.494,9036680,0.994764221,1.112861767,0.972950824,0.883824057
Amazonas_jutai_km2570,-3.673,-67.482,9036987,0.99584808,1.027991726,0.952542399,0.944746049
Amazonas_jutai_km2608,-3.875,-67.526,9037693,0.994143628,1.03637264,0.930368359,0.9212229
Amazonas_jutai_km2611,-3.8552,-67.5451,9037693,0.996615666,1.098436023,0.968836349,0.896693284
Amazonas_jutai_km2643,-3.9021,-67.6902,9037824,0.996398926,1.065605093,0.963350727,0.924765931
Amazonas_jutai_km2746,-4.354,-67.891,9040145,0.994179798,1.049488153,0.940778874,0.922604303
Amazonas_jutai_km2800,-4.5374,-68.0294,9040850,0.9968247,1.081713716,0.964331222,0.910784106
Amazonas_jutai_km2849,-4.6376,-68.1766,9041107,0.995272321,1.075348796,0.96649654,0.917402943
Amazonas_jutai_km2926,-4.76,-68.44,9041699,0.996985585,1.028736566,0.905104376,0.900802942
Amazonas_jutai_km2927,-4.7691,-68.4474,9041699,0.997675692,1.081266072,0.957683085,0.908346859
Amazonas_jutai_km2956,-4.8,-68.511,9041735,0.995087421,1.020963472,0.927116795,0.924002881
Amazonas_jutai_km3017,-4.9281,-68.7086,9042372,0.997133934,1.074357346,0.936781413,0.902358723
Amazonas_jutai_km3182,-5.505,-69.074,9045142,0.999283977,0.934861581,0.822101025,0.810549289
Amazonas_jutai_km3273,-5.6846,-69.3451,9046192,0.998936528,1.006583584,0.929488035,0.929173369
Amazonas_jutai_km3278,-5.7027,-69.3679,9046192,0.998917371,1.06080611,0.888773327,0.873232781
Amazonas_jutai_km3280,-5.707,-69.368,9045827,0.991611915,0.867139974,0.793289747,0.75413159
Amazonas_jutai_km3285,-5.735,-69.373,9046192,0.995780195,1.024282276,0.914822653,0.911328606
Amazonas_jutai_km3286,-5.737,-69.375,9046192,0.991122511,0.893232077,0.782066965,0.757156414
Amazonas_jutai_km3291,-5.7444,-69.3827,9046192,0.998835719,1.064061117,0.895169962,0.877140246
Amazonas_jutai_km3325,-5.838,-69.479,9046526,0.997834968,1.015451171,0.893643877,0.892505577
Amazonas_jutai_km3349,-5.8882,-69.6002,9046800,0.998510625,0.925202322,0.867151368,0.847534693
Amazonas_jutai_km3376,-5.997,-69.684,9047843,0.996704613,0.944300695,0.768989979,0.762347098
Amazonas_jutai_km3465,-6.356,-70.23,9049121,0.997007749,0.977537315,0.768507757,0.767401237
Amazonas_jutai_km3476,-6.39,-70.315,9049297,0.999468125,1.011096998,0.641334289,0.641162267
Amazonas_jutai-Trib-03_km3151,-5.1512,-69.1689,9043357,0.998674074,1.071801486,0.817972038,0.80431814
Amazonas_kapuis_km4602,-3.5996,-78.5251,9036461,1.000341201,1.089623954,0.607267326,0.597170604
Amazonas_las-Piedras_km3432,-12.185,-69.38,9074565,1.000243595,1.005785808,0.71462344,0.71456469
Amazonas_las-Piedras_km3519,-12.062,-69.764,9073219,0.999964537,1.01648596,0.70875245,0.70828623
Amazonas_las-Piedras_km3586,-11.95,-70.045,9073024,0.999973036,1.103370151,0.654001459,0.638890073
Amazonas_las-Piedras_km3755,-11.487,-70.613,9071183,0.999705756,1.180977733,0.745918598,0.688053875
Amazonas_las-Piedras_km3761,-11.47,-70.655,9071183,0.999556212,1.115482217,0.663425421,0.644164664
Amazonas_las-Piedras_km3918,-11.18,-71.308,9069858,0.999736554,1.070496705,0.665230958,0.657888664
Amazonas_las-Piedras_km3942,-11.141,-71.409,9069748,0.999656247,1.040347807,0.423778915,0.422367935
Amazonas_las-Piedras-Trib-01_km3399,-12.4024,-69.4566,9074576,0.998969784,1.065219806,0.57021083,0.565289274
Amazonas_las-Piedras-Trib-01_km3415,-12.4007,-69.5337,9074428,0.99931001,1.059983516,0.620329717,0.615619951
Amazonas_las-Piedras-Trib-02_km3436,-12.161,-69.4014,9074565,0.999714122,1.054109883,0.652701843,0.648511777
Amazonas_las-Piedras-Trib-02_km3490,-12.0332,-69.6181,9073213,0.999694816,0.946687017,0.616479558,0.612791662
Amazonas_las-Piedras-Trib-02_km3536,-12.0582,-69.8441,9073219,0.999724854,0.969846684,0.876807194,0.873170329
Amazonas_las-Piedras-Trib-02_km3589,-11.9429,-70.0709,9073024,1.000068523,1.066888481,0.715442315,0.707686556
Amazonas_las-Piedras-Trib-02_km3599,-11.9209,-70.1106,9073024,0.999873812,1.087277717,0.839560064,0.81735721
Amazonas_las-Piedras-Trib-02_km3646,-11.7927,-70.2531,9072468,1.000013646,1.026930495,0.806455627,0.804591003
Amazonas_las-Piedras-Trib-02_km3759,-11.4631,-70.6459,9071183,0.999826002,1.043508664,0.899987124,0.890933004
Amazonas_las-Piedras-Trib-02_km3870,-11.2404,-71.0609,9070137,0.998986952,0.900598885,0.788415766,0.766227684
Amazonas_las-Piedras-Trib-02_km3901,-11.2099,-71.2081,9070011,0.999938541,1.17806863,0.837725966,0.759082374
Amazonas_lauriari_km2514,0.3147,-68.1711,9022623,0.997953756,1.144992832,0.524365551,0.502752337
Amazonas_libertade_km4434,-7.7257,-71.9949,9055411,0.998703799,0.87764248,0.687211832,0.664128774
Amazonas_luisa_km3400,0.0443,-73.2163,9023403,0.999909401,0.968278358,0.80941174,0.806789866
Amazonas_luisa_km3407,0.0586,-73.2576,9023403,0.99908023,1.038647417,0.807666854,0.803820215
Amazonas_macaua_km3992,-9.3129,-68.8337,9062104,0.998921368,1.025943715,0.93780669,0.932603801
Amazonas_madeira_km1156,-3.454,-58.811,9035972,0.98000271,1.000459539,0.864462588,0.862994551
Amazonas_madeira_km1170,-3.5266,-58.9044,9036530,0.946275853,1.172994936,0.851232918,0.765596125
Amazonas_madeira_km1179,-3.591,-58.947,9036530,0.991499552,1.058782126,0.957564394,0.92700427
Amazonas_madeira_km1200,-3.6889,-59.0968,9037303,0.950093996,1.181384698,0.869396345,0.77098399
Amazonas_madeira_km1230,-3.9036,-59.1281,9037985,1.000042735,0.930157086,0.671684175,0.664337498
Amazonas_madeira_km1248,-3.9567,-59.2774,9038316,0.975774027,1.134295774,0.917129246,0.840344701
Amazonas_madeira_km1261,-4.052,-59.335,9038612,0.97995132,1.049421898,0.946985467,0.924800171
Amazonas_madeira_km1321,-4.3659,-59.6531,9039798,0.953804479,1.166242949,0.956027398,0.821942891
Amazonas_madeira_km1326,-4.3386,-59.6931,9039645,0.952727924,1.19748068,0.898615851,0.773037418
Amazonas_madeira_km1330,-4.342,-59.725,9039713,0.984365521,1.014630253,0.952805104,0.948174914
Amazonas_madeira_km1372,-4.648,-59.922,9041277,0.983350732,1.071881027,0.962790281,0.917364394
Amazonas_madeira_km1405,-4.8807,-60.0071,9042094,0.988511829,1.04539339,0.965729492,0.941974095
Amazonas_madeira_km1454,-5.075,-60.3314,9043055,0.981953687,1.048607585,0.971496818,0.940832457
Amazonas_madeira_km1466,-5.1349,-60.4172,9043286,0.968460671,1.130527322,0.981632454,0.864465953
Amazonas_madeira_km1481,-5.211,-60.516,9043810,0.986866515,1.058506867,0.960343737,0.928110076
Amazonas_madeira_km1501,-5.302,-60.656,9044497,0.979907315,1.084466565,0.857725935,0.833325989
Amazonas_madeira_km1507,-5.308,-60.714,9044497,0.989452894,1.07538599,0.979499097,0.921167418
Amazonas_madeira_km1516,-5.3911,-60.7411,9044497,0.992249057,1.052271245,0.96313654,0.935569613
Amazonas_madeira_km1517,-5.393,-60.744,9044497,0.988175694,1.078825554,0.981716585,0.918222464
Amazonas_madeira_km1534,-5.4959,-60.8114,9044944,0.985119539,1.026606679,0.973529589,0.959626418
Amazonas_madeira_km1537,-5.53,-60.794,9044944,0.989176485,1.062046491,0.983475441,0.934884897
Amazonas_madeira_km1546,-5.5381,-60.9001,9045395,0.982025549,1.058324834,0.980375559,0.935890829
Amazonas_madeira_km1570,-5.624,-61.051,9046063,0.987267742,1.062650435,0.964919913,0.927076754
Amazonas_madeira_km1579,-5.619,-61.145,9045562,0.986462264,1.07652249,0.965157971,0.914835872
