Station,Latitude,Longitude,COMID_v1,Bias Corrected,Corrected Variability,Corrected Correlation,Corrected KGE
Yellow_luo-He_km1110,34.0847,111.1106,4051656,0.998551849,1.002064253,0.614083433,0.614075195
Yellow_ma-Lian-He_km1675,35.4624,107.8977,4047547,0.999898429,0.998278304,-0.119889613,-0.119890941
Yellow_qin-He_km0867,35.0476,113.1624,4048664,0.997470543,1.505953036,0.408898331,0.221927988
Yellow_qin-He_km0887,35.0767,112.9969,4048664,0.996850484,1.055837066,0.434411345,0.431653078
Yellow_tao-He_km3542,35.9091,103.4296,4046491,0.999949328,1.13985341,0.890116945,0.822142572
Yellow_tao-He_km3762,34.6092,103.9766,4050003,1.000534386,0.635815525,-0.01898049,-0.082105289
Yellow_wei-He_km1374,34.4588,109.1309,4050498,0.999083016,0.859541804,0.673173822,0.644268787
Yellow_wei-He_km1379,34.4678,109.0759,4050498,0.999810561,0.871757653,0.722204698,0.694032084
Yellow_wei-He_km1471,34.2042,108.2704,4051300,0.999938593,0.901022651,0.694272336,0.678649843
Yellow_wei-He_km1493,34.2331,108.0709,4051196,0.999717683,0.914935562,0.133390779,0.129225873
Yellow_wu-Ding-He_km1790,38.0606,109.435,4041077,0.999972912,1.124518506,0.293344761,0.282458025
Yellow_wu-Ding-He-Trib-02_km1863,37.9552,108.7366,4041378,1.000535396,1.125472159,0.371064054,0.358670152
Yellow_yan-He_km1564,36.7039,109.7481,4044232,0.999275917,1.461932381,0.040334527,-0.065053928
Adige_adige_km0024,45.1381,12.0824,12060497,0.849323794,1.002208516,0.618192591,0.589530642
Adige_adige_km0057,45.0975,11.7254,12060536,0.995955679,1.012499112,0.724100084,0.723787495
Adige_adige_km0065,45.1097,11.6256,12060536,0.955420412,1.253342946,0.663962087,0.576808003
Adige_adige_km0066,45.1089,11.6169,12060536,0.976860856,1.030964791,0.762884247,0.759754046
Adige_adige_km0141,45.3958,11.0494,12059410,0.998560837,1.20306668,0.672857741,0.614954282
Adige_adige_km0267,46.1374,11.076,12056102,0.999152041,0.921598899,0.737671905,0.726205404
Adour_adour_km0067,43.7117,-1.0569,12065235,0.965805318,1.054245738,0.763680046,0.755134737
Adour_adour_km0081,43.7198,-0.9504,12065215,0.987122759,1.010887428,0.830213553,0.829378205
Adour_adour_km0116,43.7608,-0.7724,12065104,0.990034037,1.011687251,0.485010497,0.484781502
Adour_adour_km0143,43.7728,-0.5018,12065271,0.993876497,0.797351273,0.801923511,0.716559884
Adour_gave-D-Oloron_km0056,43.4767,-1.0101,12066239,0.995138541,0.921120297,0.575951171,0.568649735
Adour_gave-De-Pau_km0053,43.5348,-0.9616,12065957,0.996871143,0.946564463,0.352816458,0.350606681
Adour_gave-De-Pau_km0065,43.5037,-0.8716,12065957,0.992708154,1.015456299,0.528776986,0.528467184
Adour_gaves-Reunis_km0039,43.5409,-1.1191,12065781,0.954235352,1.086307737,0.564793294,0.553963784
Alsteran_alsteran_km0019,56.9971,16.2624,12003498,0.999519296,0.978046375,0.045853945,0.045601296
Arno_arno_km0028,43.6947,10.5112,12065348,0.931878928,1.098400256,0.832640778,0.794252096
Arno_arno_km0054,43.6938,10.7479,12065332,0.986550841,0.846197362,0.873684197,0.800521145
Arno_arno_km0094,43.7813,11.1242,12065058,0.995721629,1.026170515,0.512802146,0.512081001
Atran_atran_km0012,56.9316,12.623,12003598,0.989053267,1.217837099,0.779764315,0.690037761
Aude_aude_km0079,43.1884,2.5144,12066945,0.998188037,0.716816386,0.460657172,0.390830952
Barrow_barrow_km0022,52.4208,-6.9256,12019134,1.333740433,0.709237081,0.25888882,0.136766814
Barta_barta_km0049,56.332,21.3811,12004826,0.956430405,0.726326109,0.567861501,0.486639122
Blackwater_blackwater_km0049,52.1471,-8.1974,12020913,1.008470223,0.879998859,0.668097089,0.646968046
Blackwater_blackwater_km0058,52.1347,-8.3074,12020962,1.009496902,1.270291767,0.808724799,0.668738724
Boyne_boyne_km0036,53.6796,-6.6183,12012274,1.019070868,1.144295234,0.701783316,0.668159672
Buna_buna_km0008,41.9061,19.3419,12071112,3.280985559,0.409896767,0.624564554,-1.385805675
Buna_buna_km0017,41.9599,19.3596,12070826,1.002069042,1.011522959,0.880392753,0.879821162
Buna_drini_km0111,42.2679,19.9349,12070061,0.998659639,0.993909107,0.120819202,0.120797081
Buna_drini-I-Bardhe_km0188,42.2049,20.6287,12070329,0.999934105,1.013918017,0.616756545,0.616503897
Buna_drini-I-Zi_km0269,41.4154,20.5744,12072749,0.998828667,0.919178959,0.556838852,0.549527785
Buna_moraca_km0094,42.3063,19.1904,12069842,0.9925047,1.083211631,0.909102401,0.876538555
Charente_charente_km0096,45.7092,-0.3096,12058117,1.006436709,1.354972928,0.760731537,0.571868469
Charente_charente_km0100,45.6864,-0.2829,12058205,0.989366706,1.284234897,0.65780721,0.555029833
Charente_charente_km0152,45.6581,0.1379,12058229,0.998201588,1.234938912,0.636661755,0.56731743
Charente_charente_km0207,45.8912,0.1069,12057322,0.999077393,1.311055955,0.711554383,0.575785983
Clyde_clyde_km0040,55.7972,-4.0676,12005995,0.996685248,0.905161033,0.488788908,0.480055582
Danube_arges_km0505,44.2242,26.4501,12063744,0.991378749,0.947917783,0.487052319,0.484342937
Danube_arges_km0655,44.6219,25.4795,12062994,0.999440766,0.901088392,0.371463102,0.363727691
Danube_arges_km0658,44.6313,25.4635,12062994,0.999479119,0.946305497,0.331297281,0.329144801
Danube_bega-Veche_km1289,45.2274,20.3979,12059996,0.997601394,0.760393724,0.675110605,0.596304521
Danube_bega-Veche_km1310,45.3881,20.4034,12059996,0.999549965,0.939852343,0.201317452,0.19905571
Danube_bega-Veche_km1349,45.5755,20.6776,12058936,0.995865057,0.991449042,0.50004169,0.499951474
Danube_bega-Veche_km1360,45.6359,20.7765,12058319,0.995206573,0.726116842,0.652138442,0.55723299
Danube_berettyo_km1637,47.0733,21.2659,12051639,0.99776242,0.621031685,0.556230479,0.416430485
Danube_bistrita_km0559,47.0937,25.9489,12051287,0.998826331,0.805356795,0.690283843,0.634197522
Danube_bodrog_km1852,48.3049,21.5662,12044003,0.997727806,1.00326741,0.740682739,0.740652201
Danube_bosna_km1576,44.9615,18.2269,12061484,0.998489839,0.885090347,0.743221016,0.718678199
Danube_bosna_km1598,44.8616,18.07,12061667,0.997912357,1.107839146,0.660240659,0.643531138
Danube_buzau_km0249,45.3337,27.5995,12059848,0.975758343,0.757772139,0.465935247,0.413069719
Danube_buzau_km0345,45.0804,27.0655,12060605,0.993575737,0.915459751,0.48709875,0.480138464
Danube_buzau_km0349,45.0816,27.0349,12060605,0.994650764,0.777229531,0.664052418,0.596867176
Danube_calnistea_km0553,44.1721,26.0021,12063800,0.99225395,1.118094606,0.608657697,0.591153898
Danube_chilia_km0073,45.3594,29.0061,12059805,0.75486999,1.318837259,0.657951151,0.47203851
Danube_chilia_km0085,45.2808,28.9299,12059805,0.841344785,1.081117439,0.77620857,0.713933364
Danube_chilia_km0094,45.317,28.8464,12059805,0.777184986,1.121979063,0.452824517,0.396736848
Danube_donau_km1979,48.1396,16.5579,12045052,0.999539892,0.922519422,0.58975964,0.58250676
Danube_donau_km1984,48.1643,16.4999,12044862,0.998986447,0.912548805,0.31769483,0.312112594
Danube_donau_km1985,48.1696,16.4911,12044862,0.998112104,0.83827253,0.564287694,0.535237101
Danube_donau_km2007,48.3259,16.3324,12043927,0.999068223,0.891036561,0.39739337,0.387620501
Danube_donau_km2037,48.3394,15.9519,12043717,0.999406216,1.202921271,0.642209799,0.588671393
Danube_donau_km2056,48.3826,15.7239,12043527,0.999371429,0.463157783,0.143372082,-0.010945771
Danube_donau_km2081,48.3869,15.4654,12043622,0.998904643,0.913987366,0.349001333,0.343342831
Danube_donau_km2161,48.1698,14.7014,12044831,0.998705031,0.828491113,0.469954286,0.44289549
Danube_donau_km2201,48.3144,14.2929,12043940,0.999399475,1.102740933,0.180433461,0.17401854
Danube_donau_km2254,48.427,13.8729,12043214,0.99984717,1.06921995,0.328466409,0.324908311
Danube_donau_km2290,48.59,13.5089,12042296,0.999742894,1.026732697,0.608969013,0.608056208
Danube_donau_km2330,48.7021,13.0975,12041573,0.99953382,1.081902059,0.610685854,0.602163766
Danube_donau_km2334,48.7204,13.0614,12041573,0.999362227,0.951594714,0.511380447,0.508988243
Danube_donau_km2348,48.7891,13.0019,12041149,0.999554428,1.0986282,0.724090624,0.706991972
Danube_donau_km2355,48.8325,12.9384,12040801,0.999298287,1.010164296,0.389623711,0.389538683
Danube_donau_km2384,48.9059,12.6391,12041457,0.999966661,0.701778881,0.370582034,0.303506775
Danube_donau_km2412,48.9819,12.4074,12039978,0.999797167,1.093698364,0.667139363,0.654202909
Danube_donau_km2470,48.9116,11.9701,12040409,0.999809657,1.478292918,0.279962186,0.135581927
Danube_donau_km2501,48.7942,11.6904,12041179,0.999861519,1.292982321,0.462845207,0.388138961
Danube_donau_km2512,48.7664,11.5644,12041179,0.999510564,0.605310016,0.156631091,0.068843977
Danube_donau_km2541,48.7432,11.2011,12041354,0.999767943,1.457985955,0.392672995,0.239344178
Danube_donau_km2587,48.646,10.6801,12041931,0.999785083,1.174116034,0.746464692,0.692434411
Danube_donau_km2627,48.4651,10.2894,12043024,0.999874117,1.245249158,0.506734154,0.449129453
Danube_donau_km2639,48.4435,10.1394,12045135,0.999694675,1.026298624,0.336822527,0.33630122
Danube_drau_km1958,46.5455,14.3434,12054081,0.999953845,1.978484976,0.185591639,-0.273064738
Danube_drau_km1984,46.5722,14.0524,12054049,0.999982971,1.116400492,0.379722835,0.368895542
Danube_drau_km2070,46.7586,13.3239,12053056,0.999637161,0.839404938,0.460228964,0.436844891
Danube_drava_km1499,45.7001,18.4145,12058105,0.998948289,1.080510167,0.739721253,0.727551805
Danube_drava_km1501,45.7003,18.3879,12058105,0.997856254,0.993747353,0.710570464,0.710494995
Danube_drava_km1540,45.7814,18.0171,12057709,0.999317878,0.93828127,0.741250915,0.733991061
Danube_drava_km1545,45.792,17.9554,12057709,0.995535497,0.879701281,0.689436186,0.666921036
Danube_drava_km1549,45.7911,17.9106,12057709,0.997303729,0.932375568,0.771068252,0.76127405
Danube_drava_km1590,45.9349,17.5436,12057361,0.997645426,0.921162885,0.775081231,0.76165301
Danube_drava_km1605,45.9498,17.3819,12056943,0.997726682,1.014482738,0.659513551,0.659198093
Danube_drava_km1645,46.1126,17.1446,12056232,0.999873905,1.187090786,0.721301864,0.664328093
Danube_drava_km1691,46.2982,16.7789,12055291,1.000391605,1.122089267,0.797948688,0.763926547
Danube_drava_km1693,46.3045,16.7539,12055275,0.999221557,0.981852408,0.228818798,0.228604908
Danube_drava_km1750,46.3704,16.2816,12054907,0.999674869,0.943346001,0.438083288,0.435234409
Danube_drava_km1796,46.4199,15.8629,12054737,0.999697193,0.89174995,0.360598879,0.351500225
Danube_drava_km1845,46.5729,15.4554,12054142,0.999864406,1.365652068,0.334975241,0.241080121
Danube_drava_km1866,46.5973,15.2581,12053876,0.999851237,1.050453486,0.17270187,0.17116481
Danube_drava_km1916,46.6328,14.7764,12053602,0.999878163,1.172971586,0.022184238,0.007003097
Danube_drina_km1439,44.6704,19.2704,12062306,0.997999249,1.032850379,0.70490783,0.703078227
Danube_drina_km1508,44.2621,19.2484,12063561,0.999497006,1.081556724,0.270910386,0.266362884
Danube_drina_km1581,43.9639,19.5325,12064550,0.999218992,1.19240803,0.628141216,0.581311076
Danube_drina_km1665,43.6864,19.1661,12065341,0.999583934,1.03272445,0.27534151,0.274602874
Danube_drina_km1677,43.6734,19.0329,12065381,0.999386203,1.067110241,0.515407028,0.510781736
Danube_duna_km1454,45.6219,18.9111,12058503,0.994883687,0.943925967,0.420893592,0.418162647
Danube_duna_km1459,45.6536,18.9554,12058503,0.997929823,0.839799859,0.623008246,0.590376815
Danube_duna_km1476,45.7774,18.8852,12057981,0.993617889,0.867293668,0.475505067,0.458939341
Danube_duna_km1496,45.9211,18.7954,12057303,0.993678768,0.922110617,0.315236604,0.310792032
Danube_duna_km1517,46.0542,18.7441,12056451,0.994395852,0.868398459,0.408340507,0.393855358
Danube_duna_km1602,46.6591,18.9694,12053581,0.995132067,0.843294583,0.617272198,0.586404962
Danube_duna_km1653,47.0613,18.9229,12051579,0.996876171,0.910817348,0.458843269,0.45153495
Danube_duna_km1755,47.8044,18.9789,12047253,0.996551326,0.725231698,0.367778861,0.310642994
Danube_duna_km1778,47.8181,18.7629,12046986,0.995300522,0.692393945,0.326323573,0.259403282
Danube_duna_km1799,47.7602,18.5294,12047313,0.997953352,0.902479197,0.620523844,0.608187993
Danube_duna_km1821,47.7376,18.2619,12047468,0.997293638,1.104135605,0.571050095,0.558582318
Danube_duna_km1859,47.7412,17.7964,12047413,0.997101752,0.887628748,0.590574114,0.575423441
Danube_dunarea_km0151,45.3081,28.3819,12059723,0.720492053,1.12892734,0.712200903,0.578603189
Danube_dunarea_km0218,45.2244,27.9554,12060237,0.872034613,1.103160567,0.667074093,0.62870914
Danube_dunarea_km0227,45.1469,27.9608,12060566,0.650219039,1.438903534,0.410543423,0.186094546
Danube_dunarea_km0231,45.1146,27.9534,12060712,0.595266068,1.560801488,0.47201277,0.129897489
Danube_dunarea_km0361,44.2467,27.8424,12063562,0.894577941,1.008061778,0.768975876,0.745931213
Danube_dunarea_km0401,44.1276,27.4211,12063954,0.927342058,1.026084243,0.705567826,0.69561559
Danube_dunarea_km0403,44.1324,27.3971,12063954,0.934773964,1.077467932,0.642782432,0.628704825
Danube_dunarea_km0425,44.1338,27.1496,12063964,0.952684685,1.063049537,0.71748069,0.70668934
Danube_dunarea_km0442,44.1346,26.9506,12063910,0.948289425,0.939323277,0.828918383,0.811255284
Danube_dunarea_km0481,44.0496,26.5139,12064213,0.967179548,1.039782812,0.712888677,0.708293356
Danube_dunarea_km0512,43.9867,26.1546,12064578,0.960726527,0.885116958,0.697999898,0.674508709
Danube_dunarea_km0516,43.9717,26.1149,12064578,0.968418965,0.906509344,0.775089023,0.754392972
Danube_dunarea_km0520,43.9459,26.0828,12064578,0.947484527,1.006977822,0.65807337,0.653993663
Danube_dunarea_km0565,43.6919,25.7051,12065434,0.967454784,0.998897068,0.687819938,0.686126142
Danube_dunarea_km0578,43.6466,25.5679,12065553,0.964585512,0.941647665,0.452759143,0.448518598
Danube_dunarea_km0608,43.6839,25.2449,12065430,0.9716482,0.936878482,0.670820381,0.663626142
Danube_dunarea_km0620,43.6844,25.1036,12065320,0.976805267,0.956577324,0.668185213,0.664553168
Danube_dunarea_km0650,43.694,24.7696,12065317,0.976920017,0.883306515,0.698296002,0.675692495
Danube_dunarea_km0657,43.7005,24.6919,12065361,0.93024244,1.140233958,0.473798692,0.450983155
Danube_dunarea_km0661,43.721,24.6601,12065274,0.963734903,0.880298097,0.742883816,0.714076173
Danube_dunarea_km0694,43.6996,24.3039,12065331,0.967511389,0.969503288,0.624424513,0.621790395
Danube_dunarea_km0704,43.6829,24.1801,12065331,0.989261209,0.97022579,0.721093376,0.719303135
Danube_dunarea_km0737,43.7779,23.8086,12065063,0.982497074,0.909802077,0.723297022,0.708441162
Danube_dunarea_km0738,43.7807,23.8056,12065063,0.983102938,0.879402321,0.70627388,0.682030906
Danube_dunarea_km0744,43.8006,23.7516,12064991,0.974098199,0.891095622,0.640714654,0.623679622
Danube_dunarea_km0777,43.8481,23.3771,12064864,0.988597534,0.993996955,0.809831877,0.809395782
Danube_dunarea_km0782,43.8494,23.3144,12064832,0.968922243,0.855367597,0.624562294,0.596468303
Danube_dunarea_km0783,43.8488,23.3046,12064832,0.976476011,0.90822422,0.73969844,0.722992647
Danube_dunarea_km0824,43.8666,22.8439,12064884,0.975454881,0.866321212,0.533470123,0.514075513
Danube_dunarea_km0825,43.8696,22.8434,12064884,0.985993003,0.902879498,0.737876825,0.72011226
Danube_dunarea_km0833,43.9341,22.8626,12064596,0.971731642,0.898766395,0.500374884,0.489438937
Danube_dunarea_km0839,43.9876,22.8871,12064540,0.966369584,0.846759198,0.505125413,0.480852039
Danube_dunarea_km0868,44.1009,22.9296,12064033,0.973358178,0.860321955,0.551828623,0.529811393
Danube_dunarea_km0889,44.2029,22.7184,12063886,0.990523271,0.934722509,0.710478113,0.703059127
Danube_dunav_km0926,44.4294,22.4839,12063158,0.995278879,0.985803117,0.312357567,0.312194827
Danube_dunav_km0948,44.5486,22.5839,12062706,0.996780377,1.022132219,0.171694812,0.171392924
Danube_dunav_km0952,44.5508,22.6276,12062706,0.998448894,0.91482832,0.333644236,0.328221297
Danube_dunav_km0988,44.6516,22.5534,12062414,0.996204395,0.817666052,0.616336948,0.575197207
Danube_dunav_km1098,44.6844,21.6112,12062372,0.994888194,1.195389841,0.416740475,0.384861809
Danube_dunav_km1108,44.7629,21.5744,12062154,0.998440445,1.144904309,0.609754902,0.583717732
Danube_dunav_km1133,44.8201,21.3236,12061801,0.996851667,1.005909786,0.669927812,0.669859898
Danube_dunav_km1182,44.6584,20.7979,12062256,0.99825657,0.991124848,0.671521931,0.671397429
Danube_dunav_km1199,44.7454,20.6474,12061964,0.997910442,0.993859408,0.745244612,0.74516205
Danube_dunav_km1205,44.7934,20.6287,12061881,0.997183348,1.028812665,0.74322288,0.741596067
Danube_dunav_km1213,44.8404,20.6049,12061626,0.997377737,1.021656748,0.814075101,0.812799682
Danube_dunav_km1215,44.8487,20.5744,12061626,0.997317739,1.095416431,0.797533137,0.776160056
Danube_dunav_km1231,44.8553,20.4044,12061528,0.993442067,1.062044937,0.59857461,0.593755093
Danube_dunav_km1291,45.1681,20.0569,12060384,0.996233296,0.938237833,0.567232844,0.562831652
Danube_dunav_km1294,45.1729,20.0169,12060235,0.995270053,0.935559136,0.426731992,0.423102083
Danube_dunav_km1345,45.2514,19.5199,12060016,0.994494595,0.83458821,0.529560487,0.501296977
Danube_dunav_km1360,45.2321,19.3376,12060016,0.997777452,0.883486127,0.625164684,0.607467279
Danube_dunav_km1376,45.2755,19.1604,12059837,0.995568394,0.807873334,0.569485956,0.528539888
Danube_dunav_km1391,45.3479,19.0151,12059531,0.993276988,0.845116397,0.588931374,0.560669208
Danube_dunav_km1400,45.4,18.9956,12059439,0.991890954,0.976482944,0.676487528,0.675532547
Danube_dunav_km1423,45.4984,19.0976,12058902,0.996616236,0.890312921,0.701227897,0.681711649
Danube_dunav_km1441,45.5351,18.9439,12058685,0.993099156,0.797402492,0.566831036,0.521744082
Danube_dyje_km2198,48.9073,15.7119,12040427,0.998091456,0.780117355,0.712461955,0.638019134
Danube_harmas-Koros_km1582,46.9281,20.7389,12052094,0.999082487,0.980936307,0.641043893,0.640536854
Danube_harmas-Koros_km1583,46.9281,20.7394,12052094,0.999386216,1.114806773,0.542178055,0.528002219
Danube_ialomita_km0289,44.6896,27.8498,12062284,0.950410685,1.055638541,0.67435795,0.665937891
Danube_ialomita_km0307,44.637,27.7016,12062329,0.957317368,0.567177486,0.713992177,0.479464112
Danube_ialomita_km0354,44.5371,27.2944,12062655,0.991058349,0.791654188,0.66668177,0.606821958
Danube_ialomita_km0358,44.5544,27.2652,12062655,0.988344045,0.882514579,0.530121437,0.515516203
Danube_ialomita_km0442,44.6439,26.7556,12062373,0.990109333,1.751221767,0.366430432,0.017227205
Danube_inn_km2294,48.5724,13.4664,12042918,0.999482762,0.764060149,0.717684862,0.63207376
Danube_inn_km2300,48.5329,13.4489,12042918,0.999838835,1.021011181,0.105988007,0.105741122
Danube_inn_km2316,48.3984,13.4204,12043526,1.000020088,0.882758026,0.166119113,0.157917454
Danube_inn_km2383,48.2591,12.7131,12044302,0.999833817,0.883155939,0.295390102,0.285767775
Danube_inn_km2425,48.1735,12.3639,12044930,1.000046148,1.473091257,0.250348075,0.113550143
Danube_inn_km2435,48.1558,12.2886,12044930,1.000005209,0.979776634,0.428737639,0.428379786
Danube_inn_km2501,47.6901,12.1645,12047920,0.999941193,1.028547068,-0.006810605,-0.007215236
Danube_inn_km2526,47.5178,12.0869,12048910,0.999452682,0.914556993,0.404569007,0.398469556
Danube_isar_km2353,48.79,12.9566,12041067,0.999998485,1.157824686,0.276610954,0.259594473
Danube_isar_km2429,48.527,12.1331,12042769,0.999923087,0.991188948,0.206067246,0.206018352
Danube_isk-R_km0791,43.1855,24.0211,12067083,0.997378574,0.949995254,0.611943859,0.608726547
Danube_jiu_km0791,44.128,23.8744,12064012,0.996862554,0.90719117,0.593852781,0.583372005
Danube_jiu_km0863,44.5048,23.5461,12062786,0.998721285,0.826762657,0.678495926,0.634790907
Danube_jiu_km0864,44.5127,23.5379,12062786,0.998564765,0.872365182,0.625538346,0.604381198
Danube_juzhna-Morava_km1486,42.9202,22.0346,12067810,0.999392737,0.815054372,0.305399414,0.281198756
Danube_juzhna-Morava_km1556,42.5051,21.8877,12069120,0.999920853,1.110492911,0.431831377,0.421187186
Danube_kiliis-Ke-Girlo_km0048,45.4283,29.2704,12059173,0.706121148,1.306537185,0.60348806,0.419008138
Danube_kolubara_km1259,44.6496,20.2131,12062511,0.995765139,1.116106626,0.343960619,0.333752034
Danube_kupa_km1874,45.4826,16.1594,12059087,0.991807994,0.740765837,0.545414058,0.476628393
Danube_kupa_km1942,45.5098,15.6821,12058888,0.996208566,0.789452513,0.654363593,0.595266576
Danube_laborec_km1924,48.6944,21.9319,12042086,0.99799579,0.964063772,0.618979563,0.617283391
Danube_latorica_km1888,48.4773,21.8409,12043049,0.995024656,0.912336325,0.783432293,0.766309509
Danube_latoritsia_km1937,48.4683,22.3056,12043051,0.997199597,1.053008695,0.709476085,0.704666444
Danube_lech_km2658,47.9704,10.8779,12046760,1.000402659,0.209946622,0.226427275,-0.105712107
Danube_maros_km1470,46.2026,20.4529,12055729,0.997061793,0.915706897,0.799679352,0.78264701
Danube_morava_km1981,48.4009,16.8539,12043718,0.998127781,1.081143006,0.816826151,0.799649428
Danube_mur_km1774,46.5818,16.1994,12054156,0.999273405,1.01492016,0.493651532,0.493431238
Danube_mura_km1702,46.3824,16.7823,12054863,0.998797541,0.945416963,0.770167464,0.76377183
Danube_mura_km1711,46.3999,16.7371,12054863,0.998236965,1.151787377,0.727254501,0.687858008
Danube_mures_km1481,46.1629,20.5719,12056061,0.995898909,0.775689757,0.738386806,0.655364878
Danube_mures_km1515,46.0825,20.8734,12056329,0.996906601,0.854856818,0.850115569,0.791334107
Danube_mures_km1541,46.1483,21.0451,12056062,0.997150169,0.826634911,0.856800209,0.775122798
Danube_mures_km1554,46.1397,21.1844,12056040,0.997012304,0.809462465,0.740471286,0.678023864
Danube_mures_km1569,46.1609,21.3166,12056040,0.997746784,0.892922908,0.67801832,0.660673044
Danube_mures_km1578,46.1459,21.3656,12056080,0.998167898,0.911942633,0.748140631,0.733184336
Danube_mures_km1633,46.0879,21.8104,12056281,0.997509057,0.937748014,0.856943735,0.843965999
Danube_mures_km1656,46.0874,22.0034,12056265,0.998430435,0.918382576,0.803775204,0.787472266
Danube_mures_km1689,46.0026,22.2441,12056669,0.997938411,0.73264191,0.60447216,0.522583127
Danube_mures_km1747,45.9255,22.6826,12056990,0.997989983,0.865240108,0.757695498,0.722735252
Danube_mures_km1781,45.8664,23.0249,12057330,0.997637093,0.881344466,0.645536078,0.626196053
Danube_mures_km1793,45.856,23.1231,12057368,0.999141006,1.07250096,0.698083215,0.689498998
Danube_mures_km1837,45.9934,23.4427,12056890,0.998494034,0.94627621,0.692770827,0.688105341
Danube_olt_km0658,43.7791,24.7541,12065243,0.991918193,0.988902949,0.557748608,0.55753559
Danube_olt_km0660,43.7867,24.7394,12065243,0.99374162,1.122441842,0.477320216,0.463133789
Danube_olt_km0814,45.0043,24.2884,12060944,0.999409131,1.302536514,0.409337153,0.336365092
Danube_olt_km0971,45.847,24.9024,12057439,0.999933269,0.894710612,0.46911572,0.458775482
Danube_olt_km0979,45.8532,24.9921,12057355,0.999613896,0.593110128,0.554489991,0.396643816
Danube_olt_km1150,45.8877,25.8221,12057172,0.999617652,0.822307274,0.459254253,0.430806874
Danube_prahova_km0500,44.7589,26.4451,12062014,0.996976744,0.936385935,0.615197401,0.609962913
Danube_prahova_km0543,44.814,26.2309,12061711,0.998419377,1.018408891,0.447799834,0.447490807
Danube_prut_km0411,46.7912,28.1651,12052944,0.97034168,0.416473868,0.59236335,0.287574565
Danube_prut_km0508,47.1334,27.8364,12051163,0.983454833,0.576103011,0.535595776,0.371005816
Danube_prut_km0591,47.3784,27.5684,12049851,0.981572731,0.613139444,0.320667727,0.218019827
Danube_prut_km0617,47.4866,27.5104,12049059,0.990117992,0.679126003,0.645502124,0.521746385
Danube_prut_km0783,48.2116,26.8726,12044567,0.994829175,0.712731812,0.562403538,0.476511306
Danube_prut_km0799,48.2458,26.7441,12044313,0.998370556,0.841365138,0.772998296,0.723056959
Danube_prut_km0846,48.1904,26.3974,12044703,0.997045143,0.603694887,0.603658248,0.439506237
Danube_prut_km0861,48.1984,26.2963,12044704,0.9970751,0.907936706,0.672778496,0.660061597
Danube_prut_km0911,48.35,25.7666,12043763,0.997225026,0.751288269,0.597699326,0.527018967
Danube_raba_km1874,47.6897,17.6287,12047839,0.999169752,0.851706856,0.384491044,0.36687851
Danube_rositsa_km0691,43.2151,25.4085,12066898,0.996093271,1.166899218,0.284362662,0.265148034
Danube_salzach_km2392,48.0471,12.8014,12045953,0.999954661,1.006534367,0.714338397,0.714263668
Danube_sava_km1235,44.7901,20.3804,12061875,0.996887945,1.087071324,0.793771309,0.776121968
Danube_sava_km1266,44.6866,20.2005,12062211,0.995656653,0.999598841,0.752068386,0.75203002
Danube_sava_km1317,44.7015,19.8786,12062119,1.000159851,1.029485573,0.830994725,0.828441824
Danube_sava_km1327,44.7478,19.7706,12061937,0.998401494,1.019870951,0.848381998,0.847077051
Danube_sava_km1335,44.7814,19.6989,12061837,0.999172123,0.949076835,0.831134564,0.823621459
Danube_sava_km1365,44.9599,19.6306,12061051,0.997879991,1.005368776,0.707115232,0.707058359
Danube_sava_km1375,44.9789,19.5159,12061005,0.996849709,1.082683398,0.853362856,0.831628623
Danube_sava_km1441,44.8544,19.0019,12061548,0.997565461,0.998289104,0.830042455,0.830016409
Danube_sava_km1506,45.0573,18.6581,12060928,0.996200984,0.99532349,0.822566659,0.82246439
Danube_sava_km1517,45.0849,18.6186,12060748,0.992122901,0.939453578,0.760504441,0.752844096
Danube_sava_km1637,45.1147,17.7019,12060747,0.999940054,1.048680041,0.816897652,0.810537023
Danube_sava_km1638,45.1151,17.6971,12060747,0.995762049,1.015684287,0.772285095,0.771706253
Danube_sava_km1673,45.159,17.4506,12060470,0.99994451,1.056217406,0.870764488,0.859066621
Danube_sava_km1792,45.3631,16.6729,12059492,0.997863532,1.019950286,0.757819799,0.756990065
Danube_sava_km1796,45.3911,16.6619,12059492,0.998968934,1.036529,0.800897163,0.797571319
Danube_sava_km1822,45.4456,16.4198,12059246,0.989893157,0.590488041,0.511622422,0.362571689
Danube_sava_km1911,45.7584,16.0526,12057776,0.998033969,0.876883374,0.776599214,0.744912799
Danube_sava_km1916,45.785,16.0016,12057776,0.999477879,0.968272907,0.637826051,0.636438657
Danube_sava_km1950,45.8759,15.6504,12057235,0.999170124,1.048894067,0.713111703,0.708973861
Danube_sava_km1959,45.9132,15.5634,12057099,0.999423425,0.949026026,0.621075396,0.617661754
Danube_sava_km1993,46.047,15.2491,12056586,0.999171094,0.939428648,0.336944051,0.334182632
Danube_sava_km2046,46.0961,14.8006,12056403,0.999203301,0.911519684,0.60108258,0.591387091
Danube_sio_km1639,46.7374,18.4726,12053549,0.99496338,0.347098346,0.351515341,0.079761829
Danube_sio_km1650,46.7845,18.3446,12053051,0.997465201,0.886362627,0.382607618,0.372231547
Danube_siret_km0211,45.4154,27.8726,12059317,0.839960009,0.943277395,0.704117563,0.658859751
